Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges
-4632727.06701,0.03161,-289050000.0,-146560000.0,-146560000.0,-684710000.0,,20763850000.0,-435610000.0,-435610000.0,-271450000.0,271450000.0,-542782727.06701,-684710000.0,22300600000.0,,,,,-684710000.0,-684710000.0,0.0,-684710000.0,-684710000.0,-684710000.0,-22350000.0,-707060000.0,1193480000.0,-146560000.0,-271450000.0,271450000.0,-1545210000.0,1536750000.0,1536750000.0,,,-8460000.0,20763850000.0,20755390000.0,20755390000.0,2024-03-31,
-23262000.0,0.3,456310000.0,0.0,-77540000.0,117060000.0,,21140960000.0,456310000.0,456310000.0,-221920000.0,221920000.0,248878000.0,117060000.0,22677130000.0,780400000.0,731625000.0,0.15,0.16,117060000.0,117060000.0,0.0,117060000.0,117060000.0,117060000.0,117330000.0,234390000.0,1307920000.0,-77540000.0,-221920000.0,221920000.0,-732450000.0,1536170000.0,1536170000.0,,,803720000.0,21140960000.0,21944680000.0,21944680000.0,2023-12-31,
0.0,0.019684,-853620000.0,0.0,0.0,-1029410000.0,,19799880000.0,-853620000.0,-853620000.0,-196460000.0,196460000.0,-1029410000.0,-1029410000.0,21285430000.0,735292857.0,735292857.0,-1.4,-1.4,-1029410000.0,-1029410000.0,0.0,-1029410000.0,-1029410000.0,-1029410000.0,-20670000.0,-1050080000.0,1012350000.0,0.0,-196460000.0,196460000.0,-1867940000.0,1485550000.0,1485550000.0,,,-382390000.0,19799880000.0,19417490000.0,19417490000.0,2023-09-30,
0.0,0.029217,-726360000.0,0.0,0.0,-894800000.0,1673430000.0,19586000000.0,-726360000.0,-726360000.0,-195370000.0,195370000.0,-894800000.0,-894800000.0,21101310000.0,727479675.0,727479675.0,-1.23,-1.23,-894800000.0,-894800000.0,0.0,-894800000.0,-894800000.0,-894800000.0,-26930000.0,-921730000.0,1013210000.0,0.0,-195370000.0,195370000.0,-1803490000.0,1515310000.0,1515310000.0,1673430000.0,1673430000.0,-288180000.0,19586000000.0,19297820000.0,19297820000.0,2023-06-30,
36343254.068019,0.080827,-1991740000.0,449640000.0,449640000.0,-1586740000.0,2424490000.0,7710940000.0,-1542100000.0,-1542100000.0,2096660000.0,184170000.0,-2000036745.931981,-1586740000.0,20600270000.0,,,,,-1586740000.0,-1586740000.0,0.0,-1586740000.0,-1586740000.0,-1586740000.0,-139530000.0,-1726270000.0,-2269550000.0,24550000.0,2096660000.0,184170000.0,-2004000000.0,12889330000.0,193530000.0,2424490000.0,226360000.0,10885330000.0,7710940000.0,18596270000.0,18596270000.0,2023-03-31,
,,,,,,2073010000.0,,,,,,,,,738313208.0,738313208.0,-2.65,-2.65,,,,,,,,,,,,,,,,2073010000.0,2073010000.0,,,,,2022-12-31,
-15402000.0,0.3,863320000.0,-51340000.0,-51340000.0,543590000.0,,20317970000.0,811980000.0,811980000.0,-282230000.0,282230000.0,579528000.0,543590000.0,21946650000.0,754986111.0,734581081.0,0.72,0.74,543590000.0,543590000.0,0.0,543590000.0,543590000.0,543590000.0,-13840000.0,529750000.0,1099120000.0,-51340000.0,-282230000.0,282230000.0,-223610000.0,1628680000.0,1628680000.0,,,1405070000.0,20317970000.0,21723040000.0,21723040000.0,2024-06-30 00:00:00,51340000.0
