Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Pensionand Other Post Retirement Benefit Plans Current,Non Current Prepaid Assets,Construction In Progress,Restricted Cash,Prepaid Assets
1073754986.0,1073754986.0,37708100000.0,39960210000.0,25146520000.0,67740870000.0,63220090000.0,25146520000.0,27780660000.0,67740870000.0,27780660000.0,,27780660000.0,17061770000.0,,,10718890000.0,10718890000.0,42847190000.0,42626630000.0,53750000.0,45130000.0,,110050000.0,39960210000.0,39960210000.0,2260000.0,220560000.0,,,,220560000.0,107990000.0,0.0,112570000.0,70627850000.0,7187200000.0,41510000.0,0.0,4131720000.0,4131720000.0,2634140000.0,30220000.0,2603920000.0,379830000.0,,,,,,63440650000.0,,58364910000.0,60780000.0,145800000.0,,,4869160000.0,2617050000.0,2252110000.0,,,2024-03-31,,,,,,
1064210789.0,1064210789.0,32296670000.0,36567620000.0,23361920000.0,62560050000.0,57372160000.0,23361920000.0,25992430000.0,62560050000.0,25992430000.0,,25992430000.0,15397830000.0,,,10594600000.0,10594600000.0,39807990000.0,39264610000.0,70740000.0,,,19710000.0,36567620000.0,36567620000.0,,543380000.0,,,,543380000.0,421770000.0,0.0,121610000.0,65800420000.0,7884880000.0,50000000.0,40750000.0,4829940000.0,4829940000.0,2630510000.0,26590000.0,2603920000.0,333680000.0,,,,,,57915540000.0,,50604620000.0,48980000.0,123020000.0,,,7138920000.0,2867970000.0,4270950000.0,,,2023-09-30,,,,,,
1064210789.0,1064210789.0,35556180000.0,37390620000.0,14637730000.0,54663300000.0,6213300000.0,14637730000.0,17272680000.0,43387300000.0,17272680000.0,0.0,17272680000.0,301510000.0,2909040000.0,4440180000.0,8895720000.0,8895720000.0,40191720000.0,26297060000.0,,,1320000.0,125910000.0,26114620000.0,26114620000.0,,13894660000.0,34930000.0,11276000000.0,11276000000.0,129110000.0,36280000.0,530000.0,92300000.0,57464400000.0,37356440000.0,3890000.0,,1554900000.0,1554900000.0,2634950000.0,31030000.0,2603920000.0,336530000.0,-281150000.0,617680000.0,392190000.0,225490000.0,0.0,20107960000.0,118310000.0,11326930000.0,,108290000.0,0.0,108290000.0,8554430000.0,6719990000.0,1834440000.0,600090000.0,1234350000.0,2023-03-31,,,,,,
1064210789.0,1064210789.0,31646550000.0,34029180000.0,14182990000.0,50849440000.0,6275920000.0,14182990000.0,16820260000.0,41359630000.0,16820260000.0,0.0,16820260000.0,277250000.0,2781530000.0,4440180000.0,8895720000.0,8895720000.0,36527940000.0,24724550000.0,,,6020000.0,117570000.0,24539370000.0,24539370000.0,,11803390000.0,29210000.0,9489810000.0,9489810000.0,127010000.0,43500000.0,,83510000.0,53348200000.0,35268890000.0,2260000.0,,2304730000.0,2304730000.0,2637270000.0,33350000.0,2603920000.0,334310000.0,-291760000.0,626070000.0,379100000.0,246970000.0,0.0,18079310000.0,96040000.0,10679340000.0,,103740000.0,0.0,103740000.0,7200190000.0,4817560000.0,2382630000.0,1908760000.0,473870000.0,2022-12-31,,,,,,
