Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges
0.0,0.263986,2703400000.0,,,1614300000.0,482600000.0,27471400000.0,2703400000.0,2220800000.0,-27500000.0,27500000.0,1614300000.0,1614300000.0,31595200000.0,,,,,1614300000.0,1614300000.0,0.0,1614300000.0,1614300000.0,1614300000.0,579000000.0,2193300000.0,247000000.0,,,-27500000.0,27500000.0,1973800000.0,4123800000.0,2645000000.0,482600000.0,482600000.0,6097600000.0,27471400000.0,33569000000.0,33569000000.0,2024-03-31,
0.0,0.252615,2389900000.0,0.0,0.0,1400600000.0,488000000.0,27515900000.0,2389900000.0,1901900000.0,-27900000.0,27900000.0,1400600000.0,1400600000.0,31585300000.0,43284958.0,43284958.0,32.3,32.3,1400600000.0,1400600000.0,0.0,1400600000.0,1400600000.0,1400600000.0,473400000.0,1874000000.0,265100000.0,0.0,,-27900000.0,27900000.0,1636800000.0,4069400000.0,2700100000.0,488000000.0,488000000.0,5706200000.0,27515900000.0,33222100000.0,33222100000.0,2023-12-31,
0.0,0.255505,2498700000.0,0.0,0.0,1491000000.0,474400000.0,31089800000.0,2498700000.0,2024300000.0,-21600000.0,21600000.0,1491000000.0,1491000000.0,35157400000.0,43284958.0,43284958.0,34.5,34.5,1491000000.0,1491000000.0,0.0,1491000000.0,1491000000.0,1491000000.0,511700000.0,2002700000.0,159800000.0,0.0,,-21600000.0,21600000.0,1864500000.0,4067600000.0,2654700000.0,474400000.0,474400000.0,5932100000.0,31089800000.0,37021900000.0,37021900000.0,2023-09-30,
0.0,0.25805,2064100000.0,0.0,0.0,1126800000.0,467100000.0,28134500000.0,2064100000.0,1597000000.0,-78300000.0,78300000.0,1126800000.0,1126800000.0,32188600000.0,43284958.0,43284958.0,26.0,26.0,1126800000.0,1126800000.0,0.0,1126800000.0,1126800000.0,1126800000.0,391900000.0,1518700000.0,85900000.0,0.0,,-78300000.0,78300000.0,1511100000.0,4054100000.0,2643700000.0,467100000.0,467100000.0,5565200000.0,28134500000.0,33699700000.0,33699700000.0,2023-06-30,
70964055.956518,0.265883,1343500000.0,266900000.0,266900000.0,823900000.0,465400000.0,28549800000.0,1610400000.0,1145000000.0,128500000.0,22700000.0,627964055.956518,823900000.0,31102800000.0,,,,,823900000.0,823900000.0,0.0,823900000.0,823900000.0,823900000.0,298400000.0,1122300000.0,-152700000.0,266900000.0,0.0,128500000.0,22700000.0,1627600000.0,2553000000.0,-3010600000.0,465400000.0,438400000.0,4180600000.0,28549800000.0,32730400000.0,32730400000.0,2023-03-31,
,,,0.0,0.0,,,,,,,,,,,43284958.0,43284958.0,2.5,2.5,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2022-12-31,
35337264.023732,0.256439,3344500000.0,137800000.0,137800000.0,2205700000.0,467700000.0,32107100000.0,3482300000.0,3014600000.0,-48200000.0,48200000.0,2103237264.023732,2205700000.0,36986200000.0,43284958.0,43284958.0,51.0,51.0,2205700000.0,2205700000.0,0.0,2205700000.0,2205700000.0,2205700000.0,760700000.0,2966400000.0,220300000.0,137800000.0,,-48200000.0,48200000.0,2656500000.0,4879100000.0,3409500000.0,467700000.0,467700000.0,7535600000.0,32107100000.0,39642700000.0,39642700000.0,2024-06-30 00:00:00,-137800000.0
