Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Minority Interest
0.0,626683030.0,626683030.0,3031600000.0,60633400000.0,74467600000.0,36165300000.0,60633400000.0,3031600000.0,74467600000.0,74467600000.0,74467600000.0,74467600000.0,73840900000.0,,,626700000.0,626700000.0,49859300000.0,7028500000.0,64800000.0,,,46400000.0,3575200000.0,2424400000.0,2424400000.0,,877200000.0,42830800000.0,2786000000.0,607200000.0,607200000.0,,,2776700000.0,27771000000.0,,,852000000.0,26919000000.0,124326900000.0,45330800000.0,1466200000.0,,531500000.0,531500000.0,13834200000.0,10729500000.0,3104700000.0,29031700000.0,,29031700000.0,2969100000.0,26062600000.0,,,,,78996100000.0,2371500000.0,21800000.0,,,34086300000.0,,,,,275400000.0,11649500000.0,30591600000.0,27930600000.0,2661000000.0,,,2024-03-31,,
0.0,626674350.0,626674350.0,2684900000.0,55079400000.0,68992400000.0,33095500000.0,55079400000.0,2684900000.0,68992400000.0,68992400000.0,68992400000.0,68992400000.0,68365700000.0,,,626700000.0,626700000.0,41187100000.0,7316500000.0,,,,29100000.0,3626400000.0,2175000000.0,2175000000.0,,1184000000.0,33870600000.0,961400000.0,509900000.0,509900000.0,,,2814500000.0,22527800000.0,,,585300000.0,21942500000.0,110179500000.0,43213400000.0,721500000.0,,2176600000.0,2176600000.0,13913000000.0,10808300000.0,3104700000.0,25907300000.0,,25907300000.0,1433700000.0,24473600000.0,,,,,66966100000.0,2199200000.0,13600000.0,,,35623500000.0,,,,,264300000.0,5413100000.0,23452400000.0,20253100000.0,3199300000.0,,,2023-09-30,,
41960.0,626467778.0,626509738.0,2231000000.0,52296600000.0,66254500000.0,32306300000.0,52296600000.0,2231000000.0,66254500000.0,66254500000.0,66254500000.0,66254500000.0,23000000.0,56811600000.0,1481500000.0,626500000.0,626500000.0,45319900000.0,6964500000.0,,39000000.0,5400000.0,41000000.0,3615100000.0,1869100000.0,1869100000.0,0.0,1367200000.0,38355400000.0,5000000.0,361900000.0,361900000.0,0.0,1215400000.0,2749100000.0,32641200000.0,4668000000.0,22600000.0,879500000.0,27071100000.0,111574400000.0,40912700000.0,789400000.0,312400000.0,1352400000.0,1352400000.0,13957900000.0,10853200000.0,3104700000.0,24389700000.0,-12235900000.0,36625600000.0,2111200000.0,5667300000.0,13908300000.0,12346200000.0,2592600000.0,0.0,70661700000.0,41900000.0,105300000.0,59700000.0,1693500000.0,37085800000.0,399800000.0,26159500000.0,1655600000.0,8870900000.0,1448300000.0,9739400000.0,20487800000.0,15836200000.0,4651600000.0,3635700000.0,1015900000.0,2023-03-31,,
0.0,626919070.0,626919070.0,3316300000.0,64163800000.0,77938100000.0,37729000000.0,64163800000.0,3316300000.0,77938100000.0,77938100000.0,78094000000.0,77938100000.0,77311200000.0,,,626900000.0,626900000.0,50339300000.0,7170200000.0,55800000.0,,,58000000.0,3624300000.0,2646000000.0,2646000000.0,,714600000.0,43169100000.0,1379500000.0,670300000.0,670300000.0,,,2840300000.0,29399200000.0,,,936200000.0,28463000000.0,128433300000.0,47535200000.0,485700000.0,,585300000.0,585300000.0,13774300000.0,10669600000.0,3104700000.0,32398400000.0,,32398400000.0,1297700000.0,31100700000.0,,,,,80898100000.0,2822100000.0,300000.0,,,38551400000.0,,,,,289200000.0,7302100000.0,31933000000.0,28112100000.0,3820900000.0,,,2024-09-30 00:00:00,,155900000.0
