Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
10500000.0,10500000.0,785263000.0,835686000.0,1144525000.0,1981023000.0,909630000.0,1144525000.0,1145337000.0,1301488000.0,1145337000.0,1145337000.0,1040337000.0,,,105000000.0,105000000.0,1202177000.0,247885000.0,,,,156151000.0,156151000.0,316000.0,954292000.0,37133000.0,,679535000.0,679535000.0,,138000.0,226527000.0,,34488000.0,192039000.0,2347514000.0,483592000.0,,12154000.0,32107000.0,32107000.0,812000.0,,438519000.0,,,,,,,,1863922000.0,14005000.0,,1297909000.0,,,797000.0,500037000.0,51174000.0,751000.0,50423000.0,,,2024-03-31
10500000.0,10500000.0,739911000.0,783706000.0,1046487000.0,1831104000.0,835535000.0,1046487000.0,1047398000.0,1237077000.0,1047398000.0,1047398000.0,942398000.0,,,105000000.0,105000000.0,1115556000.0,300912000.0,,,0.0,189679000.0,189679000.0,360000.0,814644000.0,18442000.0,,594027000.0,594027000.0,,133000.0,191665000.0,,40586000.0,151079000.0,2162954000.0,512775000.0,,13778000.0,33514000.0,33514000.0,911000.0,,464572000.0,,,,,,,,1650179000.0,10651000.0,,1221948000.0,,,705000.0,371896000.0,44979000.0,1184000.0,43795000.0,,,2023-09-30
10500000.0,10500000.0,838363000.0,857766000.0,935837000.0,1794644000.0,759425000.0,935837000.0,936878000.0,1175882000.0,936878000.0,936878000.0,831878000.0,620874000.0,210000000.0,105000000.0,105000000.0,1330416000.0,350353000.0,2000.0,342000.0,0.0,239004000.0,239004000.0,342000.0,980063000.0,-1000.0,81219000.0,618762000.0,618762000.0,9269000.0,2000.0,264069000.0,15456000.0,,248613000.0,2267294000.0,527806000.0,12249000.0,6572000.0,17490000.0,17490000.0,1041000.0,1041000.0,490454000.0,-674937000.0,1165391000.0,490454000.0,1035957000.0,111393000.0,18041000.0,0.0,1739488000.0,1000.0,3807000.0,1678367000.0,1386401000.0,291966000.0,6285000.0,31625000.0,19403000.0,1334000.0,19403000.0,1577000.0,17826000.0,2023-03-31
