Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Treasury Shares Number,Retained Earnings,Additional Paid In Capital,Non Current Deferred Revenue,Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Investmentsin Joint Venturesat Cost,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
85284223.0,85284223.0,206900000.0,34484990000.0,34684320000.0,9126060000.0,34484990000.0,206900000.0,34684320000.0,34684320000.0,34684320000.0,34684320000.0,33831480000.0,852840000.0,852840000.0,13368060000.0,3054080000.0,383540000.0,1695700000.0,191290000.0,191290000.0,783550000.0,10313980000.0,2741000000.0,15610000.0,15610000.0,391410000.0,6449660000.0,206220000.0,6243440000.0,48052380000.0,28612340000.0,4515790000.0,214940000.0,214940000.0,500780000.0,256330000.0,244450000.0,199330000.0,109990000.0,89340000.0,22850820000.0,22850820000.0,4834750000.0,18016070000.0,19440040000.0,3685250000.0,168950000.0,850420000.0,4810190000.0,9925230000.0,137070000.0,9788160000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
85284223.0,85284223.0,215980000.0,32262960000.0,32463610000.0,10394360000.0,32262960000.0,215980000.0,32463610000.0,32463610000.0,32463610000.0,32463610000.0,31610770000.0,852840000.0,852840000.0,12511930000.0,3131440000.0,394680000.0,1811330000.0,201370000.0,201370000.0,724060000.0,9380490000.0,2479930000.0,14610000.0,14610000.0,487990000.0,6048530000.0,46960000.0,6001570000.0,44975540000.0,25200690000.0,3315600000.0,214150000.0,214150000.0,358820000.0,,,200650000.0,111310000.0,89340000.0,20485330000.0,20485330000.0,3711060000.0,16774270000.0,19774850000.0,2758890000.0,168950000.0,827250000.0,5949560000.0,10070200000.0,144640000.0,9925560000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,
