Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.193096,889797000.0,0.0,0.0,911489000.0,545809000.0,889797000.0,889797000.0,,,911489000.0,911489000.0,3268958000.0,,,,,911489000.0,911489000.0,0.0,911489000.0,911489000.0,0.0,911489000.0,218123000.0,1129612000.0,239815000.0,0.0,,,889797000.0,2723149000.0,1216138000.0,3612946000.0,545809000.0,4158755000.0,4158755000.0,2024-03-31
0.0,0.291474,529335000.0,0.0,0.0,540976000.0,-71602000.0,529335000.0,529335000.0,,,540976000.0,540976000.0,2533728000.0,203374436.0,203374436.0,2.66,2.66,540976000.0,540976000.0,0.0,540976000.0,540976000.0,0.0,540976000.0,222547000.0,763523000.0,234188000.0,0.0,,,529335000.0,2605330000.0,1214146000.0,3134665000.0,-71602000.0,3063063000.0,3063063000.0,2023-12-31
0.0,0.24585,610955000.0,0.0,0.0,615196000.0,318910000.0,610955000.0,610955000.0,,,615196000.0,615196000.0,2864342000.0,203707285.0,203707285.0,3.02,3.02,615196000.0,615196000.0,0.0,615196000.0,615196000.0,0.0,615196000.0,200552000.0,815748000.0,204793000.0,0.0,,,610955000.0,2545432000.0,1205247000.0,3156387000.0,318910000.0,3475297000.0,3475297000.0,2023-09-30
0.0,0.254395,1161132000.0,0.0,0.0,865746000.0,441569000.0,1161132000.0,1161132000.0,0.0,0.0,865746000.0,865746000.0,2892553000.0,203704941.0,203704941.0,4.25,4.25,865746000.0,865746000.0,0.0,865746000.0,865746000.0,0.0,865746000.0,295386000.0,1161132000.0,256555000.0,0.0,0.0,0.0,904577000.0,2450984000.0,1138254000.0,3355561000.0,441569000.0,3797130000.0,3797130000.0,2023-06-30
19704599.521953,0.331198,1150846000.0,59495000.0,59495000.0,809479000.0,3138202000.0,1210341000.0,1210341000.0,497825000.0,0.0,769688599.521953,809479000.0,3179995000.0,,,,,809479000.0,809479000.0,0.0,809479000.0,809479000.0,0.0,809479000.0,400862000.0,1210341000.0,-447621000.0,-34364000.0,497825000.0,0.0,1100639000.0,41793000.0,-1425465000.0,1142432000.0,3138202000.0,4280634000.0,4280634000.0,2023-03-31
,,,,,,,,,0.0,0.0,,,,203686598.0,203686598.0,1.94,1.94,,,,,,,,,,,,0.0,0.0,,,,,,,,2022-12-31
0.0,0.254432,1772697000.0,0.0,0.0,1523509000.0,333273000.0,1772697000.0,1772697000.0,,,1523509000.0,1523509000.0,3155720000.0,203405741.0,203405741.0,7.49,7.49,1523509000.0,1523509000.0,0.0,1523509000.0,1523509000.0,0.0,1523509000.0,519912000.0,2043421000.0,270724000.0,0.0,,,1772697000.0,2822447000.0,1405487000.0,4595144000.0,333273000.0,4928417000.0,4928417000.0,2024-06-30 00:00:00
