Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
153567820.0,153567820.0,3904407000.0,4145595000.0,5404666000.0,9433445000.0,539781000.0,5404666000.0,116816000.0,5404666000.0,6383765000.0,5404666000.0,5404666000.0,281116000.0,,,1535395000.0,1535395000.0,9625158000.0,1537343000.0,17626000.0,,,,368596000.0,1050172000.0,71073000.0,979099000.0,50845000.0,8087815000.0,549560000.0,3095423000.0,45743000.0,3049680000.0,,25274000.0,4389311000.0,14834000.0,4374477000.0,15029824000.0,6402228000.0,53015000.0,0.0,123153000.0,123153000.0,2935000.0,0.0,0.0,5846732000.0,,5846732000.0,64484000.0,5782248000.0,,,,,8627596000.0,731292000.0,2682000.0,,5921533000.0,,,,,81809000.0,0.0,1391113000.0,,,499167000.0,374795000.0,124372000.0,,2024-03-31
153567820.0,153567820.0,1743774000.0,1874862000.0,5131748000.0,6925627000.0,655114000.0,5131748000.0,80983000.0,5131748000.0,6207568000.0,5131748000.0,5131748000.0,281116000.0,,,1535395000.0,1535395000.0,5981191000.0,1681149000.0,25617000.0,,,,375462000.0,1128819000.0,52999000.0,1075820000.0,50191000.0,4300042000.0,889188000.0,746043000.0,27984000.0,718059000.0,,24565000.0,2640246000.0,23414000.0,2616832000.0,11112939000.0,6157785000.0,54221000.0,0.0,96379000.0,96379000.0,15586000.0,0.0,0.0,5501494000.0,,5501494000.0,318036000.0,5183458000.0,,,,,4955156000.0,1011341000.0,2682000.0,,2001173000.0,,,,,208229000.0,,1380611000.0,,,351120000.0,301015000.0,50105000.0,,2023-09-30
153567820.0,153567820.0,3374964000.0,3585590000.0,5124068000.0,8614777000.0,835508000.0,5124068000.0,94881000.0,5124068000.0,6026361000.0,5124068000.0,5124068000.0,281116000.0,2248766000.0,1036969000.0,1535395000.0,1535395000.0,9494955000.0,1736686000.0,25615000.0,249348000.0,49181000.0,108139000.0,335213000.0,969190000.0,66897000.0,902293000.0,49181000.0,7758269000.0,825825000.0,2616400000.0,27984000.0,2588416000.0,24565000.0,24565000.0,4291479000.0,0.0,4291479000.0,14619023000.0,6025246000.0,54222000.0,0.0,91110000.0,91110000.0,15586000.0,0.0,0.0,5341820000.0,-2745965000.0,8087785000.0,142594000.0,29406000.0,6905834000.0,810513000.0,199438000.0,0.0,8593777000.0,742104000.0,2682000.0,188001000.0,5853350000.0,1000.0,5089763000.0,125521000.0,638065000.0,242625000.0,2441000.0,1280375000.0,0.0,1280376000.0,282199000.0,166454000.0,115745000.0,115745000.0,2023-03-31
