Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
11020000.0,11020000.0,,10000000.0,291117000.0,301140000.0,153915000.0,291117000.0,291140000.0,301140000.0,291140000.0,291140000.0,180940000.0,,,110200000.0,110200000.0,94488100.0,21423100.0,2998100.0,,8425000.0,10000000.0,10000000.0,73065000.0,2852000.0,0.0,0.0,3981000.0,66232000.0,,0.0,66232000.0,385628100.0,158647000.0,3452000.0,,0.0,2244000.0,2244000.0,23000.0,23000.0,152928000.0,,152928000.0,26247000.0,126681000.0,,,,,226980000.0,26498000.0,,63953000.0,,,,,,61128000.0,75401000.0,56900000.0,18501000.0,,,2024-03-31
11020000.0,11020000.0,,10000000.0,287542000.0,297601000.0,149820000.0,287542000.0,287601000.0,297601000.0,287601000.0,287601000.0,177401000.0,,,110200000.0,110200000.0,60255000.0,14960000.0,,,4960000.0,10000000.0,10000000.0,45295000.0,581000.0,0.0,0.0,16743000.0,27971000.0,,2347000.0,25624000.0,347856000.0,152741000.0,,,0.0,2244000.0,2244000.0,59000.0,59000.0,150438000.0,,150438000.0,20591000.0,129847000.0,,,,,195115000.0,29778000.0,,41418000.0,,,,,,49459000.0,74460000.0,25421000.0,49039000.0,,,2023-09-30
11020000.0,11020000.0,4625490.0,10000000.0,280520340.0,290621860.0,127303320.0,280520340.0,280621860.0,290621860.0,280621860.0,280621860.0,,151061860.0,19360000.0,110200000.0,110200000.0,106231070.0,17833280.0,,2873000.0,4960280.0,10000000.0,10000000.0,88397790.0,,0.0,0.0,6496450.0,79954190.0,801710.0,,79152480.0,386852930.0,171151810.0,24990.0,5321070.0,,23479180.0,23479180.0,101520.0,101520.0,141972980.0,-179760100.0,321733080.0,15269900.0,9099870.0,227281770.0,68081540.0,2000000.0,0.0,215701110.0,,36211170.0,45684130.0,169870.0,24862080.0,0.0,20652180.0,2225670.0,122612910.0,8967230.0,3592720.0,5374510.0,0.0,5374510.0,2023-03-31
