Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Current Deferred Taxes Liabilities,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Financial Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Land And Improvements,Properties
120068300.0,120068300.0,2092826000.0,2418575000.0,1666165000.0,4086399000.0,3936993000.0,1666165000.0,1667824000.0,4086399000.0,1667824000.0,1667824000.0,1427687000.0,,,240137000.0,240137000.0,2589370000.0,2525104000.0,7138000.0,0.0,0.0,2418575000.0,2418575000.0,,64266000.0,,542000.0,63724000.0,,,45889000.0,17835000.0,4257194000.0,255935000.0,105490000.0,-3988000.0,0.0,,112405000.0,112405000.0,,0.0,1659000.0,1659000.0,0.0,40369000.0,,40369000.0,0.0,40369000.0,,4001259000.0,,,,4468000.0,,3622172000.0,11437000.0,0.0,,,363182000.0,37433000.0,325749000.0,,2024-03-31,,
120068300.0,120068300.0,1795964000.0,1925721000.0,1617847000.0,3545752000.0,3357529000.0,1617847000.0,1620031000.0,3545752000.0,1620031000.0,1620031000.0,1379894000.0,,,240137000.0,240137000.0,2111456000.0,2027266000.0,7183000.0,0.0,0.0,1925721000.0,1925721000.0,194000.0,84190000.0,,,84190000.0,,,61788000.0,22402000.0,3731487000.0,289768000.0,112500000.0,421000.0,0.0,,143372000.0,143372000.0,,0.0,2184000.0,2184000.0,0.0,31291000.0,,31291000.0,,31291000.0,,3441719000.0,,,,15391000.0,,3259175000.0,0.0,0.0,,,167153000.0,37396000.0,129757000.0,,2023-09-30,,
120068300.0,120068300.0,1617221000.0,1707158000.0,1548702000.0,3257249000.0,3200168000.0,1548702000.0,1550091000.0,3257249000.0,1550091000.0,1550091000.0,1309954000.0,446951000.0,705337000.0,240137000.0,240137000.0,1861061000.0,1756909000.0,4037000.0,,35000.0,1707158000.0,1707158000.0,188000.0,104152000.0,34257000.0,,67245000.0,3449000.0,2395000.0,2401000.0,59000000.0,3411152000.0,106830000.0,1094000.0,421000.0,0.0,298000.0,91024000.0,81024000.0,10000000.0,0.0,1389000.0,1389000.0,0.0,12604000.0,-20947000.0,33551000.0,,2182000.0,31369000.0,3304320000.0,94000.0,2395000.0,67113000.0,447000.0,447000.0,2984798000.0,31462000.0,41549000.0,0.0,41549000.0,176462000.0,86525000.0,89937000.0,89937000.0,2023-03-31,,
