Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Hedging Assets Current,Inventories Adjustments Allowances
10326263.0,10326263.0,873400000.0,893200000.0,1295300000.0,2189400000.0,573700000.0,1295300000.0,1296200000.0,1296200000.0,1296200000.0,1296200000.0,1192900000.0,,103300000.0,103300000.0,2013100000.0,32400000.0,,21300000.0,11100000.0,1980700000.0,15200000.0,893200000.0,893200000.0,,12900000.0,1046100000.0,,,1046100000.0,3309300000.0,754900000.0,7100000.0,,,12300000.0,12300000.0,,,900000.0,900000.0,727900000.0,,727900000.0,16200000.0,711700000.0,,,,,2554400000.0,59700000.0,,,758200000.0,,,,,2000000.0,,1713400000.0,,,21100000.0,1300000.0,19800000.0,,2024-03-31,,,
10326263.0,10326263.0,866700000.0,901300000.0,1229600000.0,2131500000.0,495300000.0,1229600000.0,1230200000.0,1230200000.0,1230200000.0,1230200000.0,1126900000.0,,103300000.0,103300000.0,1981500000.0,36500000.0,,24700000.0,11800000.0,1945000000.0,37700000.0,901300000.0,901300000.0,,13400000.0,979500000.0,,,979500000.0,3211700000.0,771400000.0,6000000.0,,,11800000.0,11800000.0,,,600000.0,600000.0,741400000.0,,741400000.0,13000000.0,728400000.0,,,,,2440300000.0,36700000.0,,,684500000.0,,,,,700000.0,,1682800000.0,,,35600000.0,1000000.0,34600000.0,,2023-09-30,,,
10326263.0,10326263.0,1190300000.0,1196400000.0,1185500000.0,2383200000.0,456500000.0,1185500000.0,1186800000.0,1186800000.0,1186800000.0,1186800000.0,1083500000.0,768300000.0,103300000.0,103300000.0,2650500000.0,43200000.0,13100000.0,30100000.0,13100000.0,2607300000.0,2000000.0,1196400000.0,1196400000.0,4300000.0,10300000.0,1358200000.0,19700000.0,1000000.0,1337500000.0,3837300000.0,773500000.0,7300000.0,11000000.0,0.0,800000.0,800000.0,0.0,0.0,1300000.0,1300000.0,754800000.0,-339700000.0,1094500000.0,21500000.0,733300000.0,692600000.0,359300000.0,21100000.0,0.0,3063800000.0,64000000.0,1000000.0,16100000.0,915500000.0,11000000.0,527600000.0,8700000.0,368200000.0,1000000.0,47900000.0,2076200000.0,-85500000.0,2161700000.0,6100000.0,1100000.0,6100000.0,6100000.0,2023-03-31,,,
