Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
0.0,1388356024.0,1388356024.0,180197000.0,192941000.0,3629138000.0,3957133000.0,700153000.0,3629138000.0,3764192000.0,3766502000.0,3764192000.0,3764192000.0,2375836000.0,,,1388356000.0,1388356000.0,671586000.0,28103000.0,157000.0,,20198000.0,2310000.0,2310000.0,3963000.0,643483000.0,26077000.0,190631000.0,190631000.0,,472000.0,399597000.0,,,34494000.0,365103000.0,4435778000.0,3092141000.0,22822000.0,,0.0,2324208000.0,2324208000.0,70526000.0,135054000.0,8000.0,135046000.0,342440000.0,,342440000.0,3014000.0,339426000.0,,,,,1343636000.0,71494000.0,,,,440476000.0,,,,,10877000.0,767357000.0,53432000.0,40688000.0,12744000.0,,2024-03-31
0.0,1288356000.0,1288356000.0,76779000.0,81260000.0,3399569000.0,3480829000.0,1744494000.0,3399569000.0,3399569000.0,3399569000.0,3399569000.0,3399569000.0,2111213000.0,,,1288356000.0,1288356000.0,482465000.0,2735000.0,1000.0,,,0.0,0.0,2734000.0,479730000.0,101139000.0,81260000.0,81260000.0,,67000.0,248870000.0,,,0.0,248870000.0,3882034000.0,1657810000.0,16198000.0,,5871000.0,1303195000.0,1303195000.0,72326000.0,,,,206848000.0,,,,,,,,,2224224000.0,277633000.0,,,,435565000.0,,,,,,1463027000.0,47999000.0,43518000.0,4481000.0,,2023-09-30
,948576024.0,948576024.0,616726000.0,617807000.0,2373108000.0,2997225000.0,1246265000.0,2373108000.0,2379418000.0,2379418000.0,2379418000.0,2379418000.0,1430843000.0,851533000.0,428467000.0,948576000.0,948576000.0,1046538000.0,2341000.0,1000.0,2340000.0,,0.0,0.0,2340000.0,1044197000.0,9519000.0,617807000.0,617807000.0,56000.0,56000.0,297504000.0,26240000.0,996000.0,0.0,270268000.0,3425956000.0,1135494000.0,828000.0,236586000.0,5871000.0,550000000.0,550000000.0,74151000.0,6310000.0,6310000.0,,208309000.0,-291706000.0,500015000.0,,,366780000.0,85417000.0,47818000.0,0.0,2290462000.0,37396000.0,0.0,38971000.0,438570000.0,353843000.0,1395000.0,99428000.0,253020000.0,56000.0,10321000.0,1410224000.0,1081000.0,53349000.0,1081000.0,1081000.0,2023-03-31
