Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
3774436655.0,3774436655.0,308965000.0,309409000.0,3032338000.0,4622273000.0,822983000.0,3032338000.0,4312864000.0,4312864000.0,4312864000.0,4312864000.0,538427000.0,3774437000.0,3774437000.0,532218000.0,22093000.0,22093000.0,0.0,0.0,510125000.0,96980000.0,309409000.0,309409000.0,5050000.0,98686000.0,0.0,98686000.0,4845082000.0,3511974000.0,2230977000.0,4000.0,4000.0,0.0,0.0,1280526000.0,663615000.0,616911000.0,467000.0,467000.0,0.0,467000.0,1333108000.0,12511000.0,622205000.0,0.0,348706000.0,349686000.0,349242000.0,444000.0,2024-03-31
3774436655.0,3774436655.0,288191000.0,288658000.0,3039008000.0,4620440000.0,831748000.0,3039008000.0,4331782000.0,4331782000.0,4331782000.0,4331782000.0,557345000.0,3774437000.0,3774437000.0,526572000.0,24355000.0,24355000.0,0.0,0.0,502217000.0,110240000.0,288658000.0,288658000.0,4983000.0,98336000.0,0.0,98336000.0,4858354000.0,3524390000.0,2231143000.0,5000.0,5000.0,0.0,0.0,1292774000.0,675863000.0,616911000.0,468000.0,468000.0,0.0,468000.0,1333965000.0,13698000.0,622205000.0,0.0,348433000.0,349629000.0,349162000.0,467000.0,2023-09-30
3774436655.0,3774436655.0,202786000.0,203219000.0,3042112000.0,4550354000.0,836700000.0,3042112000.0,4347135000.0,4347135000.0,4347135000.0,4347135000.0,572698000.0,3774437000.0,3774437000.0,522132000.0,26655000.0,26655000.0,0.0,0.0,495477000.0,189887000.0,203219000.0,203219000.0,4942000.0,97429000.0,,97429000.0,4869267000.0,3537090000.0,2231593000.0,5000.0,5000.0,,,1305023000.0,688112000.0,616911000.0,469000.0,469000.0,0.0,469000.0,1332177000.0,13211000.0,622205000.0,,347166000.0,349595000.0,349162000.0,433000.0,2023-03-31
