Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.229809,3200700000.0,2938200000.0,54100000.0,338700000.0,3200700000.0,3146600000.0,2938200000.0,2938200000.0,-43100000.0,6387391304.0,6387391304.0,0.46,0.46,2938200000.0,2938200000.0,0.0,2938200000.0,2938200000.0,2938200000.0,876700000.0,3814900000.0,7200000.0,3146600000.0,-381800000.0,596700000.0,54100000.0,54100000.0,2764800000.0,338700000.0,3103500000.0,3103500000.0,2023-12-31
0.0,0.114325,5420100000.0,6681800000.0,54000000.0,311600000.0,5420100000.0,5366100000.0,6681800000.0,6681800000.0,-921300000.0,6363619048.0,6363619048.0,1.05,1.05,6681800000.0,6681800000.0,0.0,6681800000.0,6681800000.0,6681800000.0,862500000.0,7544300000.0,,5366100000.0,-1232900000.0,348700000.0,54000000.0,54000000.0,4133200000.0,311600000.0,4444800000.0,4444800000.0,2023-09-30
0.0,0.219186,3438600000.0,3126300000.0,53900000.0,389200000.0,3438600000.0,3384700000.0,3126300000.0,3126300000.0,-1385600000.0,6380204082.0,6380204082.0,0.49,0.49,3126300000.0,3126300000.0,0.0,3126300000.0,3126300000.0,3126300000.0,877600000.0,4003900000.0,,3384700000.0,-1774800000.0,350400000.0,53900000.0,53900000.0,1609900000.0,389200000.0,1999100000.0,1999100000.0,2024-06-30 00:00:00
0.0,0.223216,3656700000.0,3319200000.0,53500000.0,219500000.0,3656700000.0,3603200000.0,3319200000.0,3319200000.0,-1201500000.0,6353284188.0,6353284188.0,0.522438,0.522438,3319200000.0,3319200000.0,0.0,3319200000.0,3319200000.0,3319200000.0,953800000.0,4273000000.0,,3603200000.0,-1421000000.0,265100000.0,53500000.0,53500000.0,2182200000.0,219500000.0,2401700000.0,2401700000.0,2023-06-30 00:00:00
0.0,0.208929,-3072000000.0,3106300000.0,53600000.0,279100000.0,-3072000000.0,-3125600000.0,3106300000.0,3106300000.0,4881600000.0,,,,,3106300000.0,3106300000.0,0.0,3106300000.0,3106300000.0,3106300000.0,820400000.0,3926700000.0,,-3125600000.0,4602500000.0,-95300000.0,53600000.0,-70900000.0,1476900000.0,279100000.0,1756000000.0,1756000000.0,2024-03-31 00:00:00
