Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Current Deferred Taxes Liabilities
49192801.0,49192801.0,963088000.0,6924800000.0,9145329000.0,6882338000.0,6924800000.0,963088000.0,9145329000.0,9145329000.0,9156478000.0,11149000.0,9145329000.0,8653898000.0,,,491431000.0,491431000.0,4985597000.0,1926226000.0,-1000.0,7371000.0,699345000.0,699345000.0,720611000.0,3059371000.0,1168623000.0,263743000.0,263743000.0,132326000.0,752213000.0,,,106252000.0,645961000.0,14142075000.0,4200366000.0,13978000.0,,136925000.0,158883000.0,158883000.0,2220529000.0,424632000.0,1795897000.0,1668412000.0,,1668412000.0,21764000.0,1646648000.0,,,,,9941709000.0,2993354000.0,,,10455000.0,58811000.0,648643000.0,,,6230446000.0,6163019000.0,67427000.0,,2024-03-31,,
49122460.0,49122460.0,960724000.0,5886804000.0,8034535000.0,5959906000.0,5886804000.0,960724000.0,8034535000.0,8034535000.0,8042650000.0,8115000.0,8034535000.0,7543310000.0,,,491225000.0,491225000.0,4434434000.0,2125588000.0,,12452000.0,712630000.0,712630000.0,726506000.0,2308846000.0,549701000.0,248094000.0,248094000.0,160258000.0,608966000.0,,,28582000.0,580384000.0,12477084000.0,4208332000.0,23845000.0,,125153000.0,151655000.0,151655000.0,2147731000.0,351834000.0,1795897000.0,1757208000.0,,1757208000.0,80141000.0,1677067000.0,,,,,8268752000.0,1313467000.0,,,12216000.0,111421000.0,539182000.0,,,6292466000.0,6237505000.0,54961000.0,,2023-09-30,,
48993596.0,48993596.0,932488000.0,6183591000.0,7817247000.0,5621540000.0,6183591000.0,932488000.0,7817247000.0,7817247000.0,7824721000.0,7474000.0,7817247000.0,524306000.0,5483210000.0,284063000.0,489936000.0,489936000.0,3150785000.0,1468540000.0,-1000.0,12982000.0,735304000.0,735304000.0,720255000.0,1682245000.0,37541000.0,197184000.0,197184000.0,94759000.0,1349396000.0,12127000.0,674238000.0,194506000.0,468525000.0,10975506000.0,3671721000.0,25952000.0,25952000.0,101898000.0,128196000.0,128196000.0,1633656000.0,201323000.0,1432333000.0,1779694000.0,-2249247000.0,4028941000.0,88097000.0,63068000.0,1954336000.0,1679519000.0,243921000.0,0.0,7303785000.0,1543000.0,690910000.0,285447000.0,948408000.0,237148000.0,330229000.0,-13508000.0,343737000.0,4810100000.0,4646163000.0,163937000.0,163937000.0,2023-03-31,,
