Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Derivative Product Liabilities
574094575.0,574094575.0,13324800000.0,17063300000.0,43562100000.0,65158800000.0,8369500000.0,43562100000.0,1332200000.0,49427700000.0,56390400000.0,52649800000.0,3222100000.0,49427700000.0,48279500000.0,,,1148200000.0,1148200000.0,46380100000.0,9648900000.0,153900000.0,,193800000.0,8018400000.0,1055700000.0,6962700000.0,1082100000.0,36731200000.0,1835500000.0,9044900000.0,276500000.0,8768400000.0,986900000.0,20433100000.0,,,513000000.0,19920100000.0,99029900000.0,53929200000.0,1982400000.0,,461000000.0,1684200000.0,1684200000.0,,8071200000.0,,,0.0,5865600000.0,2489200000.0,3376400000.0,35597700000.0,,35597700000.0,2143100000.0,33454600000.0,,,,,45100700000.0,3413300000.0,55600000.0,,,16379000000.0,,,,,20654000000.0,,,4598800000.0,2192500000.0,2406300000.0,,,2024-03-31,,
573169940.0,573169940.0,12593700000.0,15787200000.0,38913600000.0,58795500000.0,7426500000.0,38913600000.0,1442800000.0,44451100000.0,51497200000.0,47383000000.0,2931900000.0,44451100000.0,43304800000.0,,,1146300000.0,1146300000.0,43388700000.0,10327700000.0,121200000.0,,504800000.0,8252100000.0,1206000000.0,7046100000.0,919000000.0,33061000000.0,2165100000.0,7535100000.0,236800000.0,7298300000.0,974200000.0,19712300000.0,,,269800000.0,19442500000.0,90771700000.0,50284200000.0,1068000000.0,,605400000.0,1799200000.0,1799200000.0,,7097100000.0,,,116700000.0,5537500000.0,2439500000.0,3098000000.0,33868500000.0,,33868500000.0,2603800000.0,31264700000.0,,,,,40487500000.0,3174000000.0,0.0,,,14352700000.0,,,,,19066800000.0,,,3894000000.0,2143300000.0,1750700000.0,,,2023-09-30,,
573013714.0,573013714.0,11296800000.0,13953000000.0,35754400000.0,54069000000.0,10026200000.0,35754400000.0,1442600000.0,41558600000.0,51234100000.0,44342300000.0,2783700000.0,41558600000.0,222600000.0,22010600000.0,14520500000.0,1146000000.0,1146000000.0,38744700000.0,13092000000.0,7300000.0,259400000.0,486900000.0,10885100000.0,1209600000.0,9675500000.0,917900000.0,25652700000.0,1755800000.0,3067900000.0,233000000.0,2834900000.0,787900000.0,20456400000.0,3223700000.0,7700000.0,219800000.0,17005200000.0,83087000000.0,47408200000.0,1774500000.0,2028400000.0,415900000.0,1807600000.0,1807600000.0,0.0,6820700000.0,6777800000.0,42900000.0,117300000.0,5804200000.0,2701400000.0,3102800000.0,30166900000.0,-17579200000.0,47746100000.0,2910800000.0,27256100000.0,31700000000.0,8784800000.0,4350500000.0,0.0,35678900000.0,22600000.0,20800000.0,7200000.0,2620800000.0,13314300000.0,5032300000.0,1315700000.0,6966300000.0,594100000.0,17233000000.0,-91800000.0,17324800000.0,1866100000.0,652500000.0,1213600000.0,83900000.0,1129700000.0,2023-03-31,,
