Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.251361,47992000.0,0.0,0.0,34799000.0,267000.0,925093000.0,47992000.0,47725000.0,-1242000.0,1242000.0,34799000.0,34799000.0,939532000.0,34799000.0,34799000.0,0.0,34799000.0,34799000.0,34799000.0,11684000.0,46483000.0,,0.0,-1242000.0,1242000.0,47724000.0,14439000.0,6534000.0,267000.0,267000.0,62163000.0,925093000.0,987256000.0,987256000.0,2024-06-30
3297.409657,0.329741,25892000.0,10000.0,10000.0,16776600.0,283400.0,720859300.0,25902000.0,25618600.0,1511700.0,561300.0,16769897.409657,16776600.0,744393500.0,16776600.0,16776600.0,0.0,16776600.0,16794881.7,16794881.7,8262418.3,25057300.0,81000.0,10000.0,1511700.0,561300.0,26023500.0,23534200.0,-16467200.0,283400.0,283400.0,49557700.0,720859300.0,770417000.0,770417000.0,2024-03-31
0.0,0.25236,34287800.0,0.0,0.0,23793400.0,211000.0,814319300.0,34287800.0,34076800.0,-2281100.0,2281100.0,23793400.0,23793400.0,825507200.0,23793400.0,23793400.0,0.0,23793400.0,23771721.7,23771721.7,8023978.3,31795700.0,436100.0,0.0,-2281100.0,2281100.0,33640800.0,11187900.0,3353900.0,211000.0,211000.0,44828700.0,814319300.0,859148000.0,859148000.0,2023-12-31
0.0,0.244495,26371800.0,0.0,0.0,18641500.0,201000.0,660396900.0,26371800.0,26170800.0,-1496700.0,1496700.0,18641500.0,18641500.0,677246400.0,18641500.0,18641500.0,0.0,18641500.0,18641400.0,18641400.0,6032700.0,24674100.0,2107600.0,0.0,-1496700.0,1496700.0,24063300.0,16849500.0,6100500.0,201000.0,201000.0,40912800.0,660396900.0,701309700.0,701309700.0,2023-09-30
0.0,0.273129,9846000.0,0.0,0.0,5759000.0,196000.0,518395000.0,9846000.0,9650000.0,-1727000.0,1727000.0,5759000.0,5759000.0,536781000.0,5759000.0,5759000.0,0.0,5759000.0,5759000.0,5759000.0,2164000.0,7923000.0,45000.0,0.0,-1727000.0,1727000.0,9603000.0,18386000.0,7642000.0,196000.0,196000.0,27989000.0,518395000.0,546384000.0,546384000.0,2023-06-30
,,,,,,,,,,,,,,,,,,,,,,,-2252900.0,,,,,,,,,,,,,2023-03-31
