Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Trading Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
93962621.0,93962621.0,1795528000.0,3298594000.0,3621969000.0,6547151000.0,719002000.0,3621969000.0,1302813000.0,4551370000.0,5626322000.0,4538036000.0,-13334000.0,4551370000.0,3611744000.0,,,939626000.0,939626000.0,3971089000.0,2598733000.0,,,162979000.0,2377765000.0,1302813000.0,1074952000.0,57989000.0,1372356000.0,,,920829000.0,920829000.0,,381197000.0,70330000.0,70330000.0,8509125000.0,6417768000.0,36147000.0,,,,30731000.0,,929401000.0,,5373772000.0,,5373772000.0,859775000.0,4513997000.0,,,,,2091358000.0,311198000.0,,,68876000.0,,770598000.0,,740433000.0,200253000.0,200253000.0,,,2024-03-31
90916968.0,90916968.0,1484897000.0,3043984000.0,3694949000.0,6159846000.0,1242382000.0,3694949000.0,1271520000.0,4387382000.0,5424453000.0,4375265000.0,-12117000.0,4387382000.0,3478212000.0,,,909170000.0,909170000.0,3573466000.0,2491367000.0,-1000.0,,127457000.0,2308591000.0,1271520000.0,1037071000.0,55320000.0,1082099000.0,,,735393000.0,735393000.0,,308358000.0,38348000.0,38348000.0,7948731000.0,5624249000.0,34051000.0,,0.0,,29599000.0,,692433000.0,,4819470000.0,,4819470000.0,1099275000.0,3720195000.0,,,,,2324481000.0,293243000.0,,,77220000.0,,828401000.0,,838050000.0,287567000.0,287567000.0,,,2023-09-30
83638968.0,83638968.0,1630068000.0,3169314000.0,3329060000.0,6017572000.0,923572000.0,3329060000.0,1232163000.0,4080421000.0,5284246000.0,4071370000.0,-9051000.0,4080421000.0,168312000.0,2470752000.0,1078654000.0,836390000.0,836390000.0,3794977000.0,2658144000.0,,52709000.0,169447000.0,2435988000.0,1232163000.0,1203825000.0,52709000.0,1136833000.0,-1000.0,73551000.0,733326000.0,733326000.0,71861000.0,207316000.0,50779000.0,50779000.0,7866347000.0,5805942000.0,32247000.0,49890000.0,,21724000.0,2694000.0,2694000.0,751361000.0,751361000.0,4948026000.0,-2648751000.0,7596777000.0,1099275000.0,1688662000.0,2163679000.0,2522242000.0,122919000.0,0.0,2060405000.0,-1000.0,4925000.0,238321000.0,87078000.0,87078000.0,742624000.0,18565000.0,661810000.0,307083000.0,307083000.0,193833000.0,113250000.0,2023-03-31
