Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number
256781828.0,256781828.0,78900000.0,91500000.0,21855200000.0,21947200000.0,470700000.0,21855200000.0,21855700000.0,21929600000.0,21855700000.0,21855700000.0,21342100000.0,,,513600000.0,513600000.0,1432000000.0,528800000.0,-100000.0,,,321900000.0,73900000.0,73900000.0,19100000.0,903200000.0,249300000.0,17600000.0,17600000.0,214100000.0,358200000.0,,47900000.0,310300000.0,23287700000.0,21913800000.0,350000000.0,,3248900000.0,3248900000.0,,14616200000.0,14616200000.0,,2381800000.0,500000.0,500000.0,1316400000.0,,1316400000.0,11000000.0,1305400000.0,,,,,1373900000.0,85600000.0,,,926000000.0,,,,,0.0,197600000.0,,,164700000.0,152100000.0,12600000.0,,2024-03-31,
256781828.0,256781828.0,31200000.0,50000000.0,21196100000.0,21246600000.0,398900000.0,21196100000.0,21196600000.0,21238200000.0,21196600000.0,21196600000.0,20683000000.0,,,513600000.0,513600000.0,1500600000.0,503300000.0,,,,381100000.0,41600000.0,41600000.0,16900000.0,997300000.0,398800000.0,8400000.0,8400000.0,216000000.0,298400000.0,,,298400000.0,22697200000.0,21301000000.0,350000000.0,,3881200000.0,3881200000.0,,13622500000.0,13622500000.0,,2129700000.0,500000.0,500000.0,1317100000.0,,1317100000.0,5400000.0,1311700000.0,,,,,1396200000.0,143300000.0,,,865400000.0,,,,,18000000.0,215200000.0,,,154300000.0,135500000.0,18800000.0,,2023-09-30,
256781828.0,256781828.0,,,20779821000.0,20780328000.0,883251000.0,20779821000.0,20780328000.0,20780328000.0,20780328000.0,20780328000.0,20266800000.0,13164056000.0,2135556000.0,513564000.0,513564000.0,1265503000.0,427398000.0,2000.0,12055000.0,18053000.0,348357000.0,,,12100000.0,838105000.0,44373000.0,,,213789000.0,183235000.0,9442000.0,0.0,173793000.0,22045831000.0,20324471000.0,100000.0,12154000.0,3743557000.0,3672129000.0,71428000.0,13338404000.0,13338400000.0,13338404000.0,1894211000.0,507000.0,507000.0,1319609000.0,-193281000.0,1512890000.0,1337000.0,29492000.0,244095000.0,62952000.0,1175014000.0,0.0,1721356000.0,41000000.0,9442000.0,33354000.0,886126000.0,342000.0,823969000.0,61815000.0,75699000.0,7760000.0,234504000.0,0.0,234504000.0,464092000.0,454774000.0,9318000.0,9318000.0,2023-03-31,
