Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number
12147255.0,12147255.0,12200000.0,3684800000.0,3685700000.0,2407700000.0,3684800000.0,12200000.0,3685700000.0,3685700000.0,3685700000.0,3685700000.0,3564200000.0,,,121500000.0,121500000.0,1882300000.0,79100000.0,,8600000.0,8600000.0,70500000.0,1803200000.0,14700000.0,3600000.0,3600000.0,36300000.0,1584700000.0,,,700000.0,1584000000.0,5568000000.0,1357100000.0,62400000.0,,26100000.0,109200000.0,,2100000.0,900000.0,,1130700000.0,,1130700000.0,377600000.0,753100000.0,,,,,4210900000.0,266500000.0,,,708000000.0,,,,,1201900000.0,2034500000.0,1992700000.0,41800000.0,,2024-03-31,
12146235.0,12146235.0,3100000.0,3090400000.0,3091200000.0,2173500000.0,3090400000.0,3100000.0,3091200000.0,3091200000.0,3091200000.0,3091200000.0,2969700000.0,,,121500000.0,121500000.0,2074400000.0,76000000.0,0.0,,,68300000.0,1998400000.0,14400000.0,3100000.0,3100000.0,63400000.0,1800200000.0,,,,1800200000.0,5165600000.0,993700000.0,37700000.0,,19600000.0,106300000.0,,2100000.0,800000.0,,827200000.0,,827200000.0,10300000.0,816900000.0,,,,,4171900000.0,310700000.0,,,706100000.0,,,,,1347700000.0,1807400000.0,1744300000.0,63100000.0,,2023-09-30,
12145916.0,12145916.0,12263000.0,3421126000.0,3422094000.0,2023365000.0,3421126000.0,12263000.0,3422094000.0,3422094000.0,3422094000.0,3422094000.0,1350000.0,2398254000.0,25347000.0,121459000.0,121459000.0,1939251000.0,75630000.0,0.0,8844000.0,8844000.0,66786000.0,1863621000.0,21000000.0,3419000.0,3419000.0,33964000.0,1756404000.0,110079000.0,14812000.0,,1631513000.0,5361345000.0,1474359000.0,6072000.0,7863000.0,12803000.0,510000000.0,510000000.0,2154000.0,968000.0,968000.0,893551000.0,-1640792000.0,2534343000.0,21548000.0,60694000.0,2278930000.0,160691000.0,12480000.0,0.0,3886986000.0,11431000.0,114812000.0,500197000.0,696077000.0,243550000.0,6172000.0,446355000.0,45968000.0,1280894000.0,1237607000.0,1201332000.0,36275000.0,36275000.0,2023-03-31,
