Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
107101016.483461,0.196655,767528000.0,544613000.0,544613000.0,1424809000.0,90980000.0,3176995000.0,1312141000.0,1221161000.0,987297016.483461,1424809000.0,3649927000.0,,,,,1424809000.0,1424809000.0,0.0,1424809000.0,1424809000.0,1424809000.0,348787000.0,1773596000.0,7822000.0,506696000.0,-506696000.0,1221161000.0,472932000.0,381952000.0,90980000.0,90980000.0,1694093000.0,3176995000.0,4871088000.0,4871088000.0,2024-03-31
92899575.417115,0.220883,731623000.0,420582000.0,420582000.0,1167232000.0,86547000.0,3016974000.0,1152205000.0,1065658000.0,839549575.417115,1167232000.0,3514751000.0,79241819.0,79134373.0,14.73,14.75,1167232000.0,1167232000.0,0.0,1167232000.0,1167232000.0,1167232000.0,330916000.0,1498148000.0,11908000.0,367947000.0,-367947000.0,1065658000.0,497777000.0,411230000.0,86547000.0,86547000.0,1563435000.0,3016974000.0,4580409000.0,4580409000.0,2023-12-31
102337903.038568,0.226875,739964000.0,451077000.0,451077000.0,1216618000.0,76305000.0,2887223000.0,1191041000.0,1114736000.0,867878903.038568,1216618000.0,3347215000.0,79155368.0,79103901.0,15.37,15.38,1216618000.0,1216618000.0,0.0,1216618000.0,1216618000.0,1216618000.0,357018000.0,1573636000.0,7823000.0,411074000.0,-411074000.0,1114736000.0,459992000.0,383687000.0,76305000.0,76305000.0,1574728000.0,2887223000.0,4461951000.0,4461951000.0,2023-09-30
67985059.998864,0.220167,863120000.0,308788000.0,308788000.0,1098285000.0,72766000.0,2837049000.0,1171908000.0,1099142000.0,857482059.998864,1098285000.0,3205052000.0,79184211.0,79070194.0,13.87,13.89,1098285000.0,1098285000.0,0.0,1098285000.0,1098285000.0,1098285000.0,310075000.0,1408360000.0,430000.0,273524000.0,-273524000.0,1099142000.0,368003000.0,295237000.0,72766000.0,72766000.0,1467145000.0,2837049000.0,4304194000.0,4304194000.0,2023-06-30
83755206.368414,0.200651,2382016000.0,417418000.0,417418000.0,1268282000.0,86809000.0,1969732000.0,2799434000.0,2712625000.0,934619206.368414,1268282000.0,2795592000.0,,,,,1268282000.0,1268282000.0,0.0,1268282000.0,1268282000.0,1268282000.0,318361000.0,1586643000.0,4286000.0,386608000.0,-383771000.0,304818000.0,825860000.0,24620000.0,86809000.0,86809000.0,1130678000.0,1969732000.0,3100410000.0,3100410000.0,2023-03-31
,,,,,,,,,,,,,79232914.0,78999189.0,13.52,13.56,,,,,,,,,,,,,,,,,,,,,2022-12-31
60468421.177288,0.216512,1134326000.0,279284000.0,279284000.0,1261007000.0,85082000.0,3277498000.0,1413610000.0,1328528000.0,1042191421.177288,1261007000.0,3730237000.0,79208982.0,79159259.0,15.92,15.93,1261007000.0,1261007000.0,0.0,1261007000.0,1261007000.0,1261007000.0,348472000.0,1609479000.0,1667000.0,219495000.0,-219495000.0,1328528000.0,452739000.0,367657000.0,85082000.0,85082000.0,1781267000.0,3277498000.0,5058765000.0,5058765000.0,2024-06-30 00:00:00
