Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Hedging Assets Current,Cash Equivalents
59004030.0,59004030.0,173800000.0,11263900000.0,12290000000.0,7522600000.0,11263900000.0,173800000.0,12290000000.0,12290000000.0,12207300000.0,-82700000.0,12290000000.0,11995000000.0,,,295000000.0,295000000.0,2425300000.0,495900000.0,,,,74600000.0,74600000.0,421300000.0,1929400000.0,374600000.0,,99200000.0,99200000.0,,,133200000.0,1102700000.0,,,96700000.0,1006000000.0,14632600000.0,5180600000.0,15700000.0,,125200000.0,,2786600000.0,,2786600000.0,,,,1026100000.0,54200000.0,971900000.0,1162600000.0,,1162600000.0,,1162600000.0,,,,,9452000000.0,517400000.0,0.0,,,1600000.0,83800000.0,2863400000.0,,,5985800000.0,4992200000.0,993600000.0,,2024-03-31,,,
59004030.0,59004030.0,172100000.0,10223600000.0,11260300000.0,7877700000.0,10223600000.0,172100000.0,11260300000.0,11260300000.0,11181600000.0,-78700000.0,11260300000.0,10965500000.0,,,294800000.0,294800000.0,2629100000.0,641500000.0,114900000.0,,,92800000.0,92800000.0,387100000.0,1987600000.0,345900000.0,,79300000.0,79300000.0,,,128000000.0,1105900000.0,,,72000000.0,1033900000.0,13810700000.0,3945400000.0,6100000.0,,149300000.0,,1411100000.0,,1411100000.0,,,,1036700000.0,67300000.0,969400000.0,1255200000.0,,1255200000.0,300000.0,1254900000.0,,,,,9865300000.0,588300000.0,228100000.0,,,,82900000.0,2689300000.0,,,6276700000.0,4682600000.0,1594100000.0,,2023-09-30,,,
58949337.0,58949337.0,212600000.0,9639600000.0,10479300000.0,7313800000.0,9639600000.0,212600000.0,10479300000.0,10479300000.0,10407200000.0,-72100000.0,10479300000.0,34400000.0,8197000000.0,1580600000.0,294800000.0,294800000.0,2406200000.0,545900000.0,50000000.0,3300000.0,325700000.0,128400000.0,128400000.0,38500000.0,1860300000.0,200000.0,78300000.0,84200000.0,84200000.0,0.0,139300000.0,139300000.0,1319100000.0,183000000.0,1700000.0,78300000.0,1134400000.0,12813400000.0,3639300000.0,100000.0,247800000.0,139400000.0,100000.0,1070700000.0,635500000.0,162300000.0,272900000.0,0.0,0.0,839700000.0,58100000.0,781600000.0,1341500000.0,-1503500000.0,2845000000.0,34300000.0,580800000.0,1295500000.0,577600000.0,356800000.0,0.0,9174100000.0,21200000.0,228100000.0,98800000.0,587000000.0,1635000000.0,115700000.0,2689400000.0,-125600000.0,2815000000.0,3914600000.0,2581700000.0,1332900000.0,1332900000.0,2023-03-31,,,
