Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Investment Properties,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Taxes Receivable,Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Allowance For Doubtful Accounts Receivable
19085352.0,19085352.0,320927000.0,321086000.0,410356000.0,731442000.0,322954000.0,410356000.0,410356000.0,440456000.0,410356000.0,410356000.0,237679000.0,,,172677000.0,172677000.0,434607000.0,30763000.0,,663000.0,30100000.0,30100000.0,403844000.0,9111000.0,,290986000.0,290986000.0,2851000.0,100896000.0,,100896000.0,844963000.0,118165000.0,64004000.0,,,4332000.0,,49829000.0,,,,,,,726798000.0,164260000.0,,,293281000.0,,,,269098000.0,,159000.0,159000.0,,2023-09-30,
19085352.0,19085352.0,285528000.0,285800000.0,401368000.0,687168000.0,330499000.0,401368000.0,401368000.0,422018000.0,401368000.0,401368000.0,228691000.0,165534000.0,63157000.0,172677000.0,172677000.0,393622000.0,21116000.0,1000.0,465000.0,20650000.0,20650000.0,372506000.0,1831000.0,1270000.0,265150000.0,265150000.0,1270000.0,104255000.0,7076000.0,97179000.0,794990000.0,91985000.0,47377000.0,47377000.0,0.0,4449000.0,0.0,40159000.0,-76141000.0,116300000.0,0.0,1738000.0,88077000.0,26485000.0,703005000.0,3962000.0,0.0,159790000.0,269185000.0,4678000.0,264507000.0,14928000.0,254868000.0,254868000.0,272000.0,272000.0,272000.0,2023-03-31,
19085352.0,19085352.0,328454000.0,328659000.0,407941000.0,736600000.0,358152000.0,407941000.0,407941000.0,435771000.0,407941000.0,407941000.0,,173232000.0,62032000.0,172677000.0,172677000.0,451351000.0,28847000.0,-1000.0,1018000.0,27830000.0,27830000.0,422504000.0,1306000.0,2136000.0,300829000.0,300829000.0,,111733000.0,3569000.0,108164000.0,859292000.0,78636000.0,,2422000.0,,4216000.0,,71998000.0,-83351000.0,155349000.0,0.0,1738000.0,126557000.0,27054000.0,780656000.0,2673000.0,0.0,206869000.0,299455000.0,5283000.0,294172000.0,7356000.0,264098000.0,264098000.0,205000.0,205000.0,205000.0,2024-03-31 00:00:00,0.0
