Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue
2024-06-30,0.0,0.247958,436090000.0,200450000.0,66060000.0,9970680000.0,436090000.0,370030000.0,-97040000.0,97040000.0,200450000.0,200450000.0,10734690000.0,43387446.0,43387446.0,4.62,4.62,200450000.0,200450000.0,0.0,200450000.0,-4500000.0,205300000.0,205300000.0,67690000.0,272990000.0,134360000.0,-97040000.0,97040000.0,235670000.0,764010000.0,262280000.0,66060000.0,66060000.0,999680000.0,9970680000.0,10970360000.0,10970360000.0
2023-09-30,0.0,0.254512,363650000.0,79320000.0,60090000.0,10128480000.0,363650000.0,303560000.0,-191070000.0,191070000.0,79320000.0,79320000.0,10859450000.0,,,,,79320000.0,79320000.0,0.0,79320000.0,-4540000.0,83860000.0,83860000.0,28630000.0,112490000.0,21220000.0,-191070000.0,191070000.0,282330000.0,730970000.0,272530000.0,60090000.0,60090000.0,1013300000.0,10128480000.0,11141780000.0,11141780000.0
2023-06-30,0.0,0.062144,271920000.0,62400000.0,59470000.0,8197060000.0,271920000.0,212450000.0,-143900000.0,143900000.0,62400000.0,62400000.0,8793500000.0,43498967.0,43498967.0,1.434517,1.434517,62400000.0,62400000.0,0.0,62400000.0,-1890000.0,64290000.0,64290000.0,4260000.0,68550000.0,13980000.0,-143900000.0,143900000.0,198470000.0,596440000.0,176650000.0,59470000.0,59470000.0,794910000.0,8197060000.0,8991970000.0,8991970000.0
