Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Non Current Deferred Taxes Liabilities,Long Term Equity Investment,Investmentsin Associatesat Cost
964157160.0,964157160.0,2884900000.0,28567500000.0,28892900000.0,6510300000.0,28567500000.0,2559500000.0,28567500000.0,28859300000.0,28567500000.0,28567500000.0,27603300000.0,,964200000.0,964200000.0,65957000000.0,35466500000.0,168000000.0,,,2260900000.0,1969100000.0,291800000.0,33037600000.0,30490500000.0,2188600000.0,624000000.0,590400000.0,33600000.0,,1914900000.0,21559300000.0,1409300000.0,,1347800000.0,18802200000.0,94524500000.0,57523700000.0,16406800000.0,,316600000.0,,4782400000.0,,4782400000.0,35926800000.0,,35926800000.0,5195900000.0,30730900000.0,,,,,37000800000.0,1851400000.0,,,,,21084200000.0,,,,,102300000.0,,2947700000.0,,,11015200000.0,4407000000.0,6608200000.0,,2023-06-30,,,
964157160.0,964157160.0,2705200000.0,24591700000.0,24892000000.0,4104000000.0,24591700000.0,2404900000.0,24591700000.0,24858300000.0,24591700000.0,24591700000.0,23627500000.0,15144300000.0,964200000.0,964200000.0,65195700000.0,34398200000.0,173500000.0,32051600000.0,173500000.0,2173100000.0,1906500000.0,266600000.0,32051600000.0,30797500000.0,540100000.0,532100000.0,498400000.0,33700000.0,3934100000.0,1607000000.0,24515800000.0,4028500000.0,190000000.0,959200000.0,19338100000.0,89787400000.0,54885900000.0,1280000000.0,830200000.0,256100000.0,12338800000.0,6070200000.0,5601900000.0,468300000.0,34020600000.0,-24303000000.0,58323600000.0,3583600000.0,30437000000.0,38002300000.0,15322000000.0,1415700000.0,0.0,34901500000.0,15500000.0,29800000.0,0.0,190000000.0,545600000.0,19287700000.0,943200000.0,8436800000.0,2322800000.0,7584900000.0,624700000.0,0.0,1918900000.0,-73400000.0,1992300000.0,12304800000.0,3039300000.0,9265500000.0,9265500000.0,2022-12-31,,,
964157160.0,964157160.0,3698400000.0,39034700000.0,39339000000.0,-9284200000.0,39034700000.0,3394100000.0,39034700000.0,39285700000.0,39034700000.0,39034700000.0,38070500000.0,,964200000.0,964200000.0,70930500000.0,33067400000.0,145100000.0,,,3029000000.0,2778000000.0,251000000.0,29847100000.0,37863100000.0,2333400000.0,669400000.0,616100000.0,53300000.0,,2333300000.0,26480800000.0,4125700000.0,,1740200000.0,20614900000.0,109965200000.0,81386300000.0,12190200000.0,,,,519300000.0,,519300000.0,62648400000.0,,62648400000.0,23400100000.0,39248300000.0,,,,,28578900000.0,4030800000.0,,,,,18606600000.0,,,,,95200000.0,,3406100000.0,,,2440200000.0,1214600000.0,1225600000.0,,2024-09-30 00:00:00,46200000.0,5944500000.0,5944500000.0
