Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Tradeand Other Payables Non Current,Other Investments
0.0,187777462.0,187777462.0,1330407800000.0,1340140000000.0,101439100000.0,1442557300000.0,1323151300000.0,101439100000.0,102417300000.0,1442557300000.0,221240200000.0,118822900000.0,102417300000.0,102229500000.0,187800000.0,187800000.0,1547936500000.0,1352334400000.0,1708300000.0,1867000000.0,,1800000.0,1340140000000.0,1340140000000.0,2180900000.0,195602100000.0,,,,,25349000000.0,13230200000.0,0.0,12118800000.0,1769176700000.0,250423300000.0,14123000000.0,,8244600000.0,2478200000.0,202844000000.0,202844000000.0,4769400000.0,,,289600000.0,978200000.0,551000000.0,427200000.0,16696300000.0,,16696300000.0,0.0,16696300000.0,,,,,1518753400000.0,,,370900000.0,1464769600000.0,5986400000.0,2141700000.0,,,45484800000.0,35752600000.0,9732200000.0,,,2024-03-31,,
0.0,187777462.0,187777462.0,1141727500000.0,1192535300000.0,83739400000.0,1277289200000.0,1313699300000.0,83739400000.0,84753900000.0,1277289200000.0,179658900000.0,94905000000.0,84753900000.0,84566100000.0,187800000.0,187800000.0,1386577400000.0,1359284100000.0,1698800000.0,1428400000.0,157407600000.0,1800000.0,1192535300000.0,1192535300000.0,1826900000.0,27293300000.0,,,,,27293300000.0,9480100000.0,170800000.0,17642400000.0,1566236300000.0,225243700000.0,16060500000.0,,9435300000.0,2875500000.0,185188400000.0,185188400000.0,4584500000.0,,,289600000.0,1014500000.0,587300000.0,427200000.0,5795400000.0,,5795400000.0,0.0,5795400000.0,,,,,1340992600000.0,,,557200000.0,1246793200000.0,6087100000.0,6939600000.0,,,80615500000.0,29807700000.0,50807800000.0,,,2023-09-30,,
,187777462.0,187777462.0,961355900000.0,971910300000.0,75482600000.0,1048516100000.0,440884900000.0,75482600000.0,76605800000.0,705264600000.0,162580200000.0,85974400000.0,76605800000.0,76418000000.0,187800000.0,187800000.0,1147749400000.0,762018600000.0,76900000.0,1166500000.0,128889200000.0,1300000.0,628658800000.0,628658800000.0,1417200000.0,385730800000.0,1315600000.0,343251500000.0,343251500000.0,223800000.0,20488000000.0,10910600000.0,0.0,9577400000.0,1310329600000.0,483713900000.0,7353700000.0,2503000000.0,8964800000.0,2591300000.0,167308900000.0,167308900000.0,4696000000.0,4619600000.0,76400000.0,289600000.0,1123200000.0,696000000.0,427200000.0,5423700000.0,-5361700000.0,10785400000.0,357400000.0,5066300000.0,4418300000.0,5448500000.0,561200000.0,0.0,826615700000.0,5609500000.0,137300000.0,225700000.0,772780200000.0,,991300000.0,-16800000.0,1008100000.0,46871700000.0,36317300000.0,10554400000.0,7752100000.0,2802300000.0,2023-03-31,,
