Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.22527,180499000.0,0.0,0.0,138686000.0,1011000.0,2997465000.0,180499000.0,179488000.0,-476000.0,476000.0,138686000.0,138686000.0,2905864000.0,1053000.0,,,,,138686000.0,138686000.0,0.0,138686000.0,138686000.0,138686000.0,40326000.0,179012000.0,59230000.0,0.0,-476000.0,476000.0,120256000.0,-91601000.0,5452000.0,1011000.0,1011000.0,1053000.0,28655000.0,2997465000.0,3026120000.0,3026120000.0,2024-03-31
0.0,0.246964,135099000.0,0.0,0.0,101025000.0,941000.0,2285538000.0,135099000.0,134158000.0,-1000.0,1000.0,101025000.0,101025000.0,2259306000.0,751000.0,10655000.0,10655000.0,9.48,9.48,101025000.0,101025000.0,0.0,101025000.0,101025000.0,101025000.0,33132000.0,134157000.0,13511000.0,0.0,-1000.0,1000.0,120647000.0,-26232000.0,6190000.0,941000.0,941000.0,751000.0,94415000.0,2285538000.0,2379953000.0,2379953000.0,2023-12-31
0.0,0.199122,128977000.0,0.0,0.0,102562000.0,912000.0,2288039000.0,128977000.0,128065000.0,-3000.0,3000.0,102562000.0,102562000.0,2117022000.0,902000.0,10655000.0,10655000.0,9.63,9.63,102562000.0,102562000.0,0.0,102562000.0,102562000.0,102562000.0,25500000.0,128062000.0,25707000.0,0.0,-3000.0,3000.0,102358000.0,-171017000.0,6898000.0,912000.0,912000.0,902000.0,-68659000.0,2288039000.0,2219380000.0,2219380000.0,2023-09-30
0.0,0.251435,113739000.0,0.0,0.0,84534000.0,810000.0,784038000.0,113739000.0,112929000.0,-1000.0,1000.0,84534000.0,84534000.0,774443000.0,902000.0,10655000.0,10655000.0,7.93,7.93,84534000.0,84534000.0,0.0,84534000.0,84534000.0,84534000.0,28394000.0,112928000.0,27849000.0,0.0,-1000.0,1000.0,85080000.0,-9595000.0,7963000.0,810000.0,810000.0,902000.0,75485000.0,784038000.0,859523000.0,859523000.0,2023-06-30
-1566198.568306,0.339658,25268600.0,-4611110.0,-4611110.0,12808130.0,1221070.0,581611800.0,20657490.0,19436420.0,8918150.0,40240.0,15853041.431694,12808130.0,655520740.0,901800.0,,,,,12808130.0,12808130.0,0.0,12808130.0,12808130.0,12808130.0,6588060.0,19396180.0,-5764120.0,-15510.0,8918150.0,40240.0,19176500.0,73908940.0,-11542970.0,1221070.0,1221070.0,901800.0,93085440.0,581611800.0,674697240.0,674697240.0,2023-03-31
,,,,,,,,,,,,,,,,10655000.0,10655000.0,3.84,3.84,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.254868,188996000.0,0.0,0.0,143088000.0,779000.0,3546876000.0,188996000.0,188217000.0,-135000.0,135000.0,143088000.0,143088000.0,3394822000.0,902000.0,10655000.0,10655000.0,13.15,13.15,143088000.0,143088000.0,0.0,143088000.0,143088000.0,143088000.0,47936000.0,188082000.0,9483000.0,0.0,-135000.0,135000.0,178733000.0,-152054000.0,9742000.0,779000.0,779000.0,902000.0,26679000.0,3546876000.0,3573555000.0,3573555000.0,2024-06-30 00:00:00
