Ordinary Shares Number,Share Issued,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Provisions,Current Liabilities,Other Current Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
3191536.0,3191536.0,32971700000.0,32971700000.0,116900000.0,32971700000.0,32971700000.0,32971700000.0,32971700000.0,32971700000.0,32939800000.0,,,31900000.0,31900000.0,6000000.0,6000000.0,4000000.0,300000.0,0.0,,,0.0,,,0.0,0.0,32977700000.0,32860800000.0,1000000.0,109800000.0,4614800000.0,4614800000.0,,28103300000.0,28103300000.0,31900000.0,,,,,,,116900000.0,,,25300000.0,53300000.0,,38300000.0,9800000.0,28500000.0,,2024-03-31
3191536.0,3191536.0,32105900000.0,32105900000.0,283300000.0,32105900000.0,32105900000.0,32105900000.0,32105900000.0,32105900000.0,32074000000.0,,,31900000.0,31900000.0,32600000.0,23400000.0,21800000.0,500000.0,9200000.0,,,9200000.0,,,9200000.0,0.0,32138500000.0,31846000000.0,1500000.0,179100000.0,4313400000.0,4313400000.0,,27320000000.0,27320000000.0,32000000.0,,,,,,,292500000.0,,,278800000.0,0.0,,13700000.0,10200000.0,3500000.0,,2023-09-30
3191536.0,3191536.0,30995973000.0,30995973000.0,717147000.0,30995973000.0,30995973000.0,30995973000.0,30995973000.0,30995973000.0,,26933536000.0,85128000.0,31924000.0,31924000.0,10992000.0,-1000.0,,,10993000.0,8108000.0,552000.0,2333000.0,1346000.0,987000.0,,0.0,31006965000.0,30278825000.0,,181325000.0,3800469000.0,2104888000.0,1695581000.0,26265013000.0,26265013000.0,32018000.0,-502000.0,32520000.0,73000.0,4014000.0,28433000.0,0.0,728140000.0,987000.0,1188000.0,26269000.0,30677000.0,44501000.0,624518000.0,595044000.0,29474000.0,29474000.0,2023-03-31
