Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
2920385.0,149354426.0,152274811.0,3276700000.0,5121900000.0,12618400000.0,19226100000.0,12107900000.0,12618400000.0,698200000.0,14802400000.0,15846900000.0,14802400000.0,,14802400000.0,14503700000.0,,,298700000.0,298700000.0,7675500000.0,2005700000.0,,,130300000.0,1501500000.0,457000000.0,1044500000.0,333800000.0,5669800000.0,279600000.0,3620400000.0,241200000.0,3379200000.0,,213600000.0,792700000.0,,,1200000.0,791500000.0,22477900000.0,4700200000.0,3200000.0,,163600000.0,248000000.0,248000000.0,2184000000.0,780800000.0,1403200000.0,1948500000.0,,1948500000.0,900000.0,1947600000.0,,,,,17777700000.0,479300000.0,,,,3700000.0,2544400000.0,,,14750300000.0,13603300000.0,1147000000.0,,2024-03-31
3266549.0,149008262.0,152274811.0,4090400000.0,5299200000.0,11632900000.0,18459900000.0,9876700000.0,11632900000.0,779600000.0,13940300000.0,15027900000.0,13940300000.0,,13940300000.0,13642300000.0,,,298000000.0,298000000.0,8093200000.0,2258800000.0,,,170200000.0,1622000000.0,534400000.0,1087600000.0,292900000.0,5834400000.0,231300000.0,3677200000.0,245200000.0,3432000000.0,,219300000.0,812800000.0,,,32400000.0,780400000.0,22033500000.0,6322400000.0,1200000.0,,130700000.0,1642000000.0,1642000000.0,2307400000.0,907700000.0,1399700000.0,2044500000.0,,2044500000.0,33100000.0,2011400000.0,,,,,15711100000.0,618400000.0,,,,10000000.0,2330800000.0,,,12751900000.0,12322700000.0,429200000.0,,2023-09-30
3675001.0,143188555.0,146863556.0,3975600000.0,5337500000.0,5970600000.0,13063700000.0,4965800000.0,5970600000.0,662000000.0,8388200000.0,9516000000.0,8388200000.0,0.0,8388200000.0,26600000.0,3906400000.0,4155600000.0,286600000.0,286600000.0,8020100000.0,2256100000.0,70400000.0,246600000.0,206000000.0,1603900000.0,476100000.0,1127800000.0,,5764000000.0,237500000.0,3733600000.0,185900000.0,3547700000.0,381500000.0,177500000.0,996300000.0,238100000.0,1300000.0,51700000.0,705200000.0,16408300000.0,5678500000.0,11900000.0,65700000.0,124600000.0,842700000.0,842700000.0,2417600000.0,1026300000.0,1391300000.0,1924900000.0,-62600000.0,1987500000.0,18500000.0,1906400000.0,270900000.0,1255800000.0,442300000.0,0.0,10729800000.0,449500000.0,52900000.0,1600900000.0,304400000.0,1322300000.0,2131900000.0,-78100000.0,2210000000.0,5317400000.0,4617500000.0,699900000.0,699900000.0,2023-03-31
3826373.0,143037183.0,146863556.0,,,6922900000.0,,-18400000.0,6922900000.0,,7779100000.0,7779100000.0,7779100000.0,,7779100000.0,,,,,,6432800000.0,2102200000.0,,,,,,,234400000.0,4330600000.0,376000000.0,,,,,,3954600000.0,3376700000.0,,,577900000.0,14211900000.0,9899700000.0,,,,7753600000.0,,856200000.0,,856200000.0,1289900000.0,,1289900000.0,,1289900000.0,,,,,4312200000.0,281100000.0,,,,,2325000000.0,,,1706100000.0,,1706100000.0,,2022-12-31
