Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
183128000.0,0.4,848150000.0,597700000.0,457820000.0,-74650000.0,1259030000.0,4772590000.0,1445850000.0,186820000.0,-566680000.0,566680000.0,-349342000.0,-74650000.0,9991010000.0,,,,,-74650000.0,-74650000.0,0.0,-74650000.0,414850000.0,-489500000.0,-489500000.0,109640000.0,-379860000.0,146300000.0,457820000.0,,15510000.0,-566680000.0,566680000.0,479770000.0,5218420000.0,3959390000.0,1259030000.0,1259030000.0,5698190000.0,4772590000.0,10470780000.0,10470780000.0,2024-03-31
0.0,0.3,1508990000.0,0.0,0.0,96180000.0,929790000.0,3654060000.0,1508990000.0,579200000.0,-482360000.0,482360000.0,96180000.0,96180000.0,7898230000.0,1202250000.0,1202250000.0,0.08,0.08,96180000.0,96180000.0,0.0,96180000.0,45480000.0,50700000.0,50700000.0,46140000.0,96840000.0,46090000.0,0.0,,0.0,-482360000.0,482360000.0,533110000.0,4244170000.0,3314380000.0,929790000.0,929790000.0,4777280000.0,3654060000.0,8431340000.0,8431340000.0,2023-12-31
-54942000.0,0.3,1653270000.0,-183140000.0,-183140000.0,333520000.0,863380000.0,3502470000.0,1470130000.0,606750000.0,-416580000.0,416580000.0,461718000.0,333520000.0,7470590000.0,1191142857.0,1191142857.0,0.28,0.28,333520000.0,333520000.0,0.0,333520000.0,-24710000.0,358230000.0,358230000.0,-168060000.0,190170000.0,65770000.0,-183140000.0,139880000.0,43260000.0,-416580000.0,416580000.0,724120000.0,3968120000.0,3104740000.0,863380000.0,863380000.0,4692240000.0,3502470000.0,8194710000.0,8194710000.0,2023-09-30
-141999000.0,0.3,1802660000.0,-473330000.0,-473330000.0,117580000.0,796010000.0,3586380000.0,1329330000.0,533320000.0,-403710000.0,403710000.0,448911000.0,117580000.0,7527930000.0,1175800000.0,1175800000.0,0.1,0.1,117580000.0,117580000.0,0.0,117580000.0,133530000.0,-15950000.0,-15950000.0,145560000.0,129610000.0,68240000.0,-473330000.0,473330000.0,0.0,-403710000.0,403710000.0,938410000.0,3941550000.0,3145540000.0,796010000.0,796010000.0,4879960000.0,3586380000.0,8466340000.0,8466340000.0,2023-06-30
44850000.0,0.3,1436250000.0,149500000.0,149500000.0,607200000.0,783610000.0,1909230000.0,1585750000.0,802140000.0,-287940000.0,389820000.0,502550000.0,607200000.0,6669610000.0,,,,,607200000.0,607200000.0,0.0,607200000.0,8440000.0,598760000.0,598760000.0,-186440000.0,412320000.0,-74620000.0,149500000.0,0.0,23800000.0,-287940000.0,389820000.0,630960000.0,4760380000.0,-2259220000.0,783610000.0,547480000.0,5391340000.0,1909230000.0,7300570000.0,7300570000.0,2023-03-31
,,,,,,,,,,,,,,,1119796875.0,1119796875.0,0.64,0.64,,,,,,,,,,,,87560000.0,,,,,,,,,,,,,2022-12-31
127303.937627,0.265217,2256830000.0,480000.0,480000.0,301060000.0,1322170000.0,5451250000.0,2257310000.0,935140000.0,-629880000.0,629880000.0,300707303.937627,301060000.0,11307440000.0,1204240000.0,1204240000.0,0.25,0.25,301060000.0,301060000.0,0.0,301060000.0,76760000.0,224300000.0,224300000.0,80960000.0,305260000.0,99130000.0,480000.0,,-480000.0,-629880000.0,629880000.0,911570000.0,5856190000.0,4534020000.0,1322170000.0,1322170000.0,6767760000.0,5451250000.0,12219010000.0,12219010000.0,2024-06-30 00:00:00
