Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
27909523.0,27909523.0,190777000.0,193230000.0,268912000.0,462142000.0,232383000.0,268912000.0,268912000.0,462142000.0,268912000.0,268912000.0,-3331000.0,,,272243000.0,272243000.0,420051000.0,204146000.0,10916000.0,,193230000.0,193230000.0,215905000.0,12388000.0,0.0,0.0,,1382000.0,202135000.0,202135000.0,688963000.0,240675000.0,41454000.0,,6838000.0,12852000.0,12852000.0,179531000.0,,,,,,,,448288000.0,59548000.0,,,128888000.0,,,,,,,257307000.0,,,2545000.0,92000.0,2453000.0,,2024-03-31
27452680.0,27452680.0,166704000.0,173230000.0,277830000.0,451060000.0,218543000.0,277830000.0,277830000.0,451060000.0,277830000.0,277830000.0,5612000.0,,,272218000.0,272218000.0,371244000.0,182195000.0,8965000.0,,173230000.0,173230000.0,189049000.0,40471000.0,0.0,0.0,,,148578000.0,148578000.0,649074000.0,241482000.0,40190000.0,,5858000.0,11021000.0,11021000.0,184413000.0,,,,,,,,407592000.0,25290000.0,,,97636000.0,,,,,,,278067000.0,,,6599000.0,73000.0,6526000.0,,2023-09-30
27452680.0,27452680.0,184932000.0,185930000.0,294603000.0,480533000.0,196581000.0,294603000.0,294603000.0,426833000.0,294603000.0,294603000.0,22385000.0,-493940000.0,453762000.0,272218000.0,272218000.0,370504000.0,141195000.0,8966000.0,8965000.0,132230000.0,132230000.0,229309000.0,623000.0,53700000.0,53700000.0,1700000.0,2589000.0,165916000.0,165916000.0,665107000.0,239217000.0,34538000.0,8730000.0,6382000.0,8730000.0,8730000.0,189568000.0,-685979000.0,875548000.0,1000.0,690200000.0,101550000.0,83797000.0,0.0,425890000.0,-1000.0,91000.0,24792000.0,99120000.0,1820000.0,2316000.0,12042000.0,82942000.0,51000.0,10605000.0,290234000.0,-6596000.0,296830000.0,998000.0,91000.0,998000.0,998000.0,2023-03-31
