Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Date
0.0,0.372275,0.0,0.0,33422000000.0,104764000000.0,182059200000.0,286823200000.0,33422000000.0,33422000000.0,,,,,33422000000.0,33422000000.0,33422000000.0,-208200000.0,33630200000.0,0.0,33630200000.0,18389900000.0,49398700000.0,0.0,79052300000.0,22328500000.0,147705500000.0,147705500000.0,2024-03-31
0.0,0.380174,0.0,0.0,24327700000.0,104076900000.0,174440200000.0,278517100000.0,24327700000.0,24327700000.0,11008009050.0,11008009050.0,2.21,2.21,24327700000.0,24327700000.0,24327700000.0,-84600000.0,24412300000.0,0.0,24412300000.0,13816900000.0,36343600000.0,0.0,64526200000.0,22464100000.0,130833600000.0,130833600000.0,2023-12-31
0.0,0.364883,0.0,0.0,19901800000.0,100378600000.0,168198400000.0,268577000000.0,19901800000.0,19901800000.0,10995469613.0,10995469613.0,1.81,1.81,19901800000.0,19901800000.0,19901800000.0,2500000.0,17645400000.0,0.0,17645400000.0,10137500000.0,27782900000.0,0.0,72219400000.0,29813900000.0,130372100000.0,130372100000.0,2023-09-30
0.0,0.388224,0.0,0.0,13420500000.0,96084700000.0,160643800000.0,256728500000.0,13420500000.0,13420500000.0,11000409836.0,11000409836.0,1.22,1.22,13420500000.0,13420500000.0,13420500000.0,-209200000.0,13629700000.0,0.0,13629700000.0,7683700000.0,19791900000.0,0.0,66263700000.0,21022700000.0,129687300000.0,129687300000.0,2023-06-30
0.0,0.337903,0.0,0.0,18643400000.0,96157900000.0,146895500000.0,243053400000.0,18643400000.0,18643400000.0,11031597633.0,11031597633.0,1.69,1.69,18643400000.0,18643400000.0,18643400000.0,-119500000.0,18762900000.0,0.0,18762900000.0,8885800000.0,26296900000.0,0.0,72092700000.0,26031700000.0,134426800000.0,134426800000.0,2023-03-31
,,,,,,,,,,11066718750.0,11066718750.0,0.64,0.64,,,,,,,,,,,,,,,2022-12-31
0.0,0.35383,0.0,0.0,39758600000.0,106082300000.0,185363100000.0,291445400000.0,39758600000.0,39758600000.0,11013462604.0,11013462604.0,3.61,3.61,39758600000.0,39758600000.0,39758600000.0,-155200000.0,39913800000.0,0.0,39913800000.0,20349000000.0,57510700000.0,0.0,76917200000.0,30987100000.0,142235800000.0,142235800000.0,2024-06-30 00:00:00
