Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
126500000.0,126500000.0,25507018000.0,25560846000.0,-2607010000.0,27183414000.0,3261014000.0,-2607010000.0,1622568000.0,18791384000.0,5440484000.0,3817916000.0,1622568000.0,1496068000.0,126500000.0,126500000.0,32209704000.0,17228939000.0,,47677000.0,17168816000.0,17168816000.0,12446000.0,14980765000.0,4470616000.0,8392030000.0,8392030000.0,446845000.0,1470402000.0,0.0,1470402000.0,37650188000.0,19408410000.0,61324000.0,0.0,81544000.0,81544000.0,0.0,4229578000.0,661114000.0,3568464000.0,15035964000.0,15035964000.0,0.0,15035964000.0,18241779000.0,11193840000.0,579238000.0,0.0,6355226000.0,113475000.0,59647000.0,53828000.0,2023-09-30
126500000.0,126500000.0,25307020000.0,25360848000.0,-691596000.0,28237716000.0,3462376000.0,-691596000.0,2876868000.0,19945686000.0,6023998000.0,3147130000.0,2876868000.0,2750368000.0,126500000.0,126500000.0,31908343000.0,17128939000.0,-2000.0,47677000.0,17068818000.0,17068818000.0,12446000.0,14779404000.0,4369255000.0,8292030000.0,8292030000.0,446845000.0,1470402000.0,0.0,1470402000.0,37932341000.0,19690562000.0,61324000.0,0.0,81544000.0,81544000.0,0.0,3568464000.0,,3568464000.0,15979230000.0,15979230000.0,0.0,15979230000.0,18241780000.0,11193841000.0,579238000.0,0.0,6355226000.0,113475000.0,59647000.0,53828000.0,2023-03-31
