Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Debt And Capital Lease Obligation,Current Debt,Other Current Borrowings,Current Notes Payable,Payables And Accrued Expenses,Current Accrued Expenses,Payables,Accounts Payable,Total Assets,Investments And Advances,Trading Securities,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Properties,Prepaid Assets,Receivables,Other Receivables,Accounts Receivable,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Other Equity Interest,Cash Cash Equivalents And Federal Funds Sold
0.0,7592484734.0,7592484734.0,6137077200000.0,7996598500000.0,4373224600000.0,12369823100000.0,4373224600000.0,,4373224600000.0,12369823100000.0,4503462600000.0,130238000000.0,4373224600000.0,4365632100000.0,,,,7592500000.0,7592500000.0,34314794800000.0,,7996598500000.0,,7996598500000.0,,,,,,,,,38818257400000.0,9627543800000.0,,0.0,0.0,115223600000.0,,,,,,,,,,,1859521300000.0,1279032900000.0,2023-12-31,,
,5591798806.0,5591798806.0,995292800000.0,2635474700000.0,3033294500000.0,5670257100000.0,3033294500000.0,,3034782400000.0,5670257100000.0,3043605600000.0,8823200000.0,3034782400000.0,3029190600000.0,,,,5591800000.0,5591800000.0,22665170100000.0,,2635474700000.0,,2635474700000.0,,,,,,,,,25708775700000.0,5612900500000.0,,1487900000.0,1487900000.0,87453200000.0,,,,,,,,,,,1640181900000.0,1132243700000.0,2023-06-30,,
,5579742786.0,5579742786.0,780413700000.0,3241992800000.0,2837262800000.0,6056534600000.0,2837262800000.0,97658900000.0,2912200700000.0,4966637100000.0,2917837900000.0,5637200000.0,2912200700000.0,575465000000.0,575465000000.0,1447784100000.0,883371900000.0,5579700000.0,5579700000.0,22837786100000.0,98783500000.0,2152095300000.0,97658900000.0,2054436400000.0,1089897500000.0,1089897500000.0,1070186000000.0,19711500000.0,482975500000.0,45684400000.0,437291100000.0,437291100000.0,25755624000000.0,5014675100000.0,135831100000.0,74937900000.0,74937900000.0,177559000000.0,-126577900000.0,304136900000.0,89989300000.0,188646300000.0,25501300000.0,19481700000.0,330757600000.0,136224200000.0,194533400000.0,4878844000000.0,2363920200000.0,,2023-03-31,,
,7581816038.0,7581816038.0,5760959000000.0,7712272600000.0,4189263800000.0,11901536400000.0,4189263800000.0,,4189263800000.0,11901536400000.0,4313348200000.0,124084400000.0,4189263800000.0,4181682000000.0,,,,7581800000.0,7581800000.0,33500122600000.0,,7712272600000.0,,7712272600000.0,,,,,,,,,37813470800000.0,9924112100000.0,,0.0,0.0,112605100000.0,,,,,,,,,,,1951313600000.0,1541686700000.0,2023-09-30 00:00:00,,
12045.0,7608110257.0,7608122302.0,4822460800000.0,6733542300000.0,4758360500000.0,11491902800000.0,4758360500000.0,,4758360500000.0,11491902800000.0,4902298800000.0,143938300000.0,4758360500000.0,4720191300000.0,,,,7608100000.0,7608100000.0,35163080600000.0,,6733542300000.0,,6733542300000.0,,,,,,,,,40065379400000.0,10304764500000.0,,0.0,0.0,132935100000.0,,,,,,,,,,,1911081500000.0,1447470700000.0,2024-06-30 00:00:00,30561100000.0,
12035.0,7596898627.0,7596910662.0,5017809500000.0,7306154600000.0,4563952500000.0,11870107100000.0,4563952500000.0,,4563952500000.0,11870107100000.0,4697786500000.0,133834000000.0,4563952500000.0,4529828400000.0,,,,7596900000.0,7596900000.0,35604156100000.0,,7306154600000.0,,7306154600000.0,,,,,,,,,40301942600000.0,10056816300000.0,,0.0,0.0,126037600000.0,,,,,,,,,,,2288345100000.0,1787186700000.0,2024-03-31 00:00:00,26527200000.0,
