Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS
0.0,0.329394,92090000.0,0.0,0.0,31780000.0,10820000.0,1150070000.0,92090000.0,81270000.0,-33880000.0,33880000.0,31780000.0,31780000.0,1413520000.0,31780000.0,31780000.0,0.0,31780000.0,31780000.0,31780000.0,15610000.0,47390000.0,7760000.0,0.0,-33880000.0,33880000.0,73510000.0,263450000.0,161720000.0,10820000.0,10820000.0,336960000.0,1150070000.0,1487030000.0,1487030000.0,2024-03-31,,,,
0.0,0.29641,22740000.0,0.0,0.0,6850000.0,4060000.0,354760000.0,22740000.0,18680000.0,-8930000.0,8930000.0,6850000.0,6850000.0,457360000.0,6850000.0,6850000.0,0.0,6850000.0,6860000.0,6860000.0,2890000.0,9750000.0,3590000.0,0.0,-8930000.0,8930000.0,15090000.0,102600000.0,67240000.0,4060000.0,4060000.0,117690000.0,354760000.0,472450000.0,472450000.0,2024-06-30 00:00:00,42812500.0,42812500.0,0.16,0.16
0.0,0.264317,28890000.0,,,10020000.0,3250000.0,383550000.0,28890000.0,25640000.0,-12020000.0,12020000.0,10020000.0,10020000.0,457290000.0,10020000.0,10020000.0,0.0,10020000.0,10020000.0,10020000.0,3600000.0,13620000.0,880000.0,,-12020000.0,12020000.0,24760000.0,73740000.0,40590000.0,3250000.0,3250000.0,98500000.0,383550000.0,482050000.0,482050000.0,2023-06-30 00:00:00,43752078.0,43752078.0,0.229018,0.229018
