Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
118303445.0,118303445.0,1311770000.0,1096590000.0,6693550000.0,2578800000.0,1096590000.0,732590000.0,6114370000.0,6131310000.0,8521370000.0,2407000000.0,6114370000.0,5996060000.0,,,118310000.0,118310000.0,4625050000.0,942090000.0,-60000.0,,648080000.0,631140000.0,16940000.0,282060000.0,3682960000.0,634210000.0,663690000.0,101450000.0,562240000.0,,342150000.0,507760000.0,,,137000000.0,370760000.0,13146420000.0,6884660000.0,126590000.0,,313440000.0,115170000.0,115170000.0,,15960000.0,5017780000.0,2181200000.0,2836580000.0,1237600000.0,,1237600000.0,1640000.0,1235960000.0,,,,,6261760000.0,435060000.0,,,,,,2503990000.0,,,3322710000.0,1749210000.0,1573500000.0,,,2023-12-31
118303445.0,118303445.0,747910000.0,5824590000.0,5966800000.0,4975850000.0,5824590000.0,731980000.0,5950870000.0,5966800000.0,5950870000.0,,5950870000.0,5832560000.0,,,118310000.0,118310000.0,3807450000.0,896830000.0,,,662360000.0,646430000.0,15930000.0,223240000.0,2910620000.0,602180000.0,85550000.0,85550000.0,,,357890000.0,1199100000.0,,,224850000.0,974250000.0,9758320000.0,1871850000.0,84820000.0,,206980000.0,62170000.0,62170000.0,,16690000.0,126280000.0,20580000.0,105700000.0,1318440000.0,,1318440000.0,8270000.0,1310170000.0,,,,,7886470000.0,375450000.0,,,,,,2333670000.0,,,5177350000.0,978180000.0,4199170000.0,,,2023-06-30
118303445.0,118303445.0,770510000.0,5684310000.0,5836220000.0,4763770000.0,5684310000.0,752980000.0,5818690000.0,5836220000.0,5818690000.0,0.0,5818690000.0,5700380000.0,,,118310000.0,118310000.0,2867040000.0,920650000.0,,,685430000.0,667900000.0,17530000.0,223430000.0,1946390000.0,643800000.0,85080000.0,85080000.0,,,331560000.0,472520000.0,,,84010000.0,388510000.0,8685730000.0,1975570000.0,102410000.0,,206220000.0,68290000.0,68290000.0,,17050000.0,134380000.0,26500000.0,107880000.0,1395510000.0,,1395510000.0,330000.0,1395180000.0,,,,,6710160000.0,349270000.0,,,,,,2509070000.0,,,3851820000.0,1589880000.0,2261940000.0,,,2023-03-31
118303445.0,118303445.0,771240000.0,5314690000.0,5475140000.0,4321740000.0,5314690000.0,750800000.0,5454700000.0,5467930000.0,5454700000.0,0.0,5454700000.0,10000.0,4796390000.0,5020000.0,118310000.0,118310000.0,2875790000.0,896050000.0,,207950000.0,679340000.0,666110000.0,13230000.0,,1979740000.0,770000.0,91900000.0,84690000.0,7210000.0,426480000.0,,944450000.0,438010000.0,2560000.0,148010000.0,355870000.0,8330490000.0,2029010000.0,158280000.0,143920000.0,219870000.0,30000.0,65600000.0,30000.0,17430000.0,140010000.0,31390000.0,108620000.0,1265450000.0,-1049120000.0,2314570000.0,25380000.0,20090000.0,1358440000.0,895360000.0,15300000.0,0.0,6301480000.0,375670000.0,0.0,2560000.0,250560000.0,708060000.0,74060000.0,2570880000.0,-65170000.0,2636050000.0,2695360000.0,633060000.0,2062300000.0,766100000.0,1296200000.0,2022-12-31
118303445.0,118303445.0,734050000.0,1130200000.0,6058300000.0,2741840000.0,1130200000.0,707410000.0,6031660000.0,6047020000.0,8438660000.0,2407000000.0,6031660000.0,5913350000.0,,,118310000.0,118310000.0,3711030000.0,934670000.0,,,614560000.0,599200000.0,15360000.0,306900000.0,2776360000.0,607780000.0,119490000.0,108210000.0,11280000.0,,385870000.0,681580000.0,,,286240000.0,395340000.0,12149690000.0,6631490000.0,44560000.0,,384530000.0,102800000.0,102800000.0,,15210000.0,4901460000.0,2067520000.0,2833940000.0,1152110000.0,,1152110000.0,0.0,1152110000.0,,,,,5518200000.0,532420000.0,,,,,,2526320000.0,,,2459460000.0,742290000.0,1717170000.0,,,2024-06-30 00:00:00
