Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Cash Equivalents
18337111.0,18337111.0,4900000.0,1166000000.0,1172600000.0,1159900000.0,1166000000.0,1167700000.0,1172600000.0,1167700000.0,1167700000.0,1149400000.0,,18300000.0,18300000.0,1884800000.0,7100000.0,0.0,4900000.0,4900000.0,2200000.0,1877700000.0,3000000.0,,0.0,0.0,,1400000.0,1826400000.0,,17500000.0,1808900000.0,3052500000.0,14900000.0,7400000.0,,0.0,1700000.0,,5800000.0,,,,,,3037600000.0,138000000.0,,,,1198300000.0,,2500000.0,1062500000.0,,,636300000.0,589200000.0,47100000.0,,2024-03-31,,,
18337111.0,18337111.0,4900000.0,1021500000.0,1028300000.0,1014500000.0,1021500000.0,1023400000.0,1028300000.0,1023400000.0,1023400000.0,1005100000.0,,18300000.0,18300000.0,1139800000.0,7500000.0,0.0,4900000.0,4900000.0,2600000.0,1132300000.0,4700000.0,,0.0,0.0,,700000.0,1096000000.0,,9800000.0,1086200000.0,2163200000.0,16400000.0,7700000.0,,700000.0,1900000.0,,6100000.0,,,,,,2146800000.0,75100000.0,,,,802000000.0,,,879100000.0,,,390600000.0,355200000.0,35400000.0,,2023-09-30,,,
18337111.0,18337111.0,4947000.0,1131041000.0,1138093000.0,1126983000.0,1131041000.0,1133146000.0,1138093000.0,1133146000.0,1133146000.0,1114800000.0,992015000.0,18344000.0,18344000.0,622922000.0,7539000.0,0.0,4947000.0,4947000.0,2592000.0,615383000.0,1121000.0,2557000.0,0.0,0.0,1019000.0,800000.0,576702000.0,13502000.0,2600000.0,563200000.0,1756068000.0,13702000.0,4900000.0,0.0,282000.0,2105000.0,2105000.0,6414000.0,-982000.0,7396000.0,5539000.0,1857000.0,0.0,1742366000.0,165002000.0,216000.0,13502000.0,1634000.0,846239000.0,846239000.0,13000.0,312395000.0,0.0,312395000.0,403365000.0,396529000.0,6836000.0,6836000.0,2023-03-31,,,
