Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Non Current Prepaid Assets,Accumulated Depreciation,Machinery Furniture Equipment,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
293606000.0,293606000.0,1629100000.0,1738000000.0,13348900000.0,15188300000.0,3302400000.0,13348900000.0,0.0,13450300000.0,14246400000.0,13499200000.0,48900000.0,13450300000.0,10514200000.0,2936100000.0,2936100000.0,7326000000.0,3083600000.0,2269700000.0,796100000.0,796100000.0,17800000.0,4242400000.0,881600000.0,941900000.0,0.0,941900000.0,900000.0,560400000.0,0.0,560400000.0,20825200000.0,13280400000.0,23900000.0,936800000.0,4552500000.0,4552500000.0,,,,101400000.0,,101400000.0,7521000000.0,7521000000.0,70500000.0,7450500000.0,7544800000.0,609900000.0,2799900000.0,705900000.0,997400000.0,0.0,1309100000.0,1122600000.0,1013700000.0,108900000.0,2024-03-31,,,,,,,,,,,,,,,
293606000.0,293606000.0,2082200000.0,2108800000.0,13065900000.0,15277400000.0,2566700000.0,13065900000.0,,13168600000.0,13989100000.0,13222800000.0,54200000.0,13168600000.0,10232500000.0,2936100000.0,2936100000.0,7433100000.0,3190900000.0,2348700000.0,820500000.0,820500000.0,21700000.0,4242200000.0,569300000.0,1288300000.0,,1288300000.0,900000.0,424600000.0,22300000.0,402300000.0,20655900000.0,13847000000.0,600000.0,944900000.0,4897800000.0,4897800000.0,0.0,0.0,,102700000.0,1600000.0,101100000.0,7779600000.0,7779600000.0,70500000.0,7709100000.0,6808900000.0,814700000.0,2895000000.0,641500000.0,644500000.0,,1159200000.0,654000000.0,627400000.0,26600000.0,2023-09-30,,,,,,,,,,,,,,,
291939334.0,291939334.0,5912300000.0,5950100000.0,11170800000.0,17223700000.0,-1042400000.0,11170800000.0,,11273600000.0,13916200000.0,11324500000.0,50900000.0,11273600000.0,8354200000.0,2919400000.0,2919400000.0,10232000000.0,5080400000.0,2418200000.0,2642600000.0,2642600000.0,19600000.0,5151600000.0,498600000.0,3307500000.0,,3307500000.0,900000.0,1098600000.0,0.0,1098600000.0,21556500000.0,17447300000.0,79600000.0,1428800000.0,4797600000.0,4797600000.0,0.0,0.0,0.0,102800000.0,1700000.0,101100000.0,10923300000.0,10923300000.0,73800000.0,10849500000.0,4109200000.0,1423300000.0,0.0,309900000.0,260600000.0,,927100000.0,1188300000.0,1150500000.0,37800000.0,2023-03-31,,,,,,,,,,,,,,,
