Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.253072,1858900000.0,,,1136600000.0,225200000.0,11447300000.0,1858900000.0,1633700000.0,-112000000.0,112000000.0,1136600000.0,1136600000.0,15013400000.0,,,,,1136600000.0,1136600000.0,0.0,1136600000.0,1136600000.0,1136600000.0,385100000.0,1521700000.0,39200000.0,,,-112000000.0,112000000.0,1594500000.0,3566100000.0,2281400000.0,225200000.0,225200000.0,5160600000.0,11447300000.0,16607900000.0,16607900000.0,2024-03-31
0.0,0.320012,702200000.0,,,229700000.0,227300000.0,8272100000.0,702200000.0,474900000.0,-137100000.0,137100000.0,229700000.0,229700000.0,11935900000.0,42380074.0,42380074.0,5.42,5.42,229700000.0,229700000.0,0.0,229700000.0,229700000.0,229700000.0,108100000.0,337800000.0,22200000.0,,,-137100000.0,137100000.0,452700000.0,3663800000.0,2575700000.0,227300000.0,227300000.0,4116500000.0,8272100000.0,12388600000.0,12388600000.0,2023-12-31
0.0,0.235712,655400000.0,,,247400000.0,225000000.0,7959000000.0,655400000.0,430400000.0,-106700000.0,106700000.0,247400000.0,247400000.0,11493900000.0,42363014.0,42363014.0,5.84,5.84,247400000.0,247400000.0,0.0,247400000.0,247400000.0,247400000.0,76300000.0,323700000.0,2100000.0,,,-106700000.0,106700000.0,428300000.0,3534900000.0,2501000000.0,225000000.0,225000000.0,3963200000.0,7959000000.0,11922200000.0,11922200000.0,2023-09-30
0.0,0.286982,366100000.0,,,24100000.0,222600000.0,6346800000.0,366100000.0,143500000.0,-109700000.0,109700000.0,24100000.0,24100000.0,9927600000.0,42280702.0,42280702.0,0.57,0.57,24100000.0,24100000.0,0.0,24100000.0,24100000.0,24100000.0,9700000.0,33800000.0,29400000.0,,,-109700000.0,109700000.0,114100000.0,3580800000.0,2600400000.0,222600000.0,222600000.0,3694900000.0,6346800000.0,10041700000.0,10041700000.0,2023-06-30
-1031126.133047,0.219389,978300000.0,-4700000.0,-4700000.0,508100000.0,210600000.0,10940000000.0,973600000.0,763000000.0,-246900000.0,112100000.0,511768873.866953,508100000.0,11626600000.0,,,,,508100000.0,508100000.0,0.0,508100000.0,508100000.0,508100000.0,142800000.0,650900000.0,,-4700000.0,,-246900000.0,112100000.0,1301700000.0,686600000.0,-2894000000.0,210600000.0,204900000.0,1988300000.0,10940000000.0,12928300000.0,12928300000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,42407407.0,42407407.0,1.08,1.08,,,,,,,,,71300000.0,0.0,0.0,,,,,,,,,,,,2022-12-31
0.0,0.307641,479900000.0,,,104200000.0,220500000.0,8337200000.0,479900000.0,259400000.0,-108900000.0,108900000.0,104200000.0,104200000.0,12674800000.0,42357724.0,42357724.0,2.46,2.46,104200000.0,104200000.0,0.0,104200000.0,104200000.0,104200000.0,46300000.0,150500000.0,900000.0,,,-108900000.0,108900000.0,258500000.0,4337600000.0,3229700000.0,220500000.0,220500000.0,4596100000.0,8337200000.0,12933300000.0,12933300000.0,2024-06-30 00:00:00
