Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
1243697.0,400771303.0,402015000.0,560000000.0,5552000000.0,42282000000.0,43994000000.0,8147000000.0,42282000000.0,4135000000.0,42577000000.0,43577000000.0,42577000000.0,42577000000.0,38557000000.0,,,,4020000000.0,4020000000.0,18939000000.0,7496000000.0,2438000000.0,0.0,,,4651000000.0,3651000000.0,1000000000.0,407000000.0,11443000000.0,6109000000.0,901000000.0,484000000.0,417000000.0,,727000000.0,3031000000.0,,476000000.0,2555000000.0,61516000000.0,41926000000.0,137000000.0,,407000000.0,1847000000.0,731000000.0,731000000.0,,411000000.0,295000000.0,295000000.0,36175000000.0,,36175000000.0,8368000000.0,27807000000.0,,,,,19590000000.0,1122000000.0,694000000.0,,,2385000000.0,,,,,4416000000.0,,,10973000000.0,10116000000.0,857000000.0,,,2024-03-31
,400771303.0,400771303.0,3516000000.0,8330000000.0,38660000000.0,44108000000.0,11490000000.0,38660000000.0,3131000000.0,38909000000.0,40323000000.0,38909000000.0,38909000000.0,34889000000.0,,,,4020000000.0,4020000000.0,19553000000.0,7294000000.0,2728000000.0,33000000.0,,,4169000000.0,2755000000.0,1414000000.0,364000000.0,12259000000.0,3387000000.0,4161000000.0,376000000.0,3785000000.0,,735000000.0,2993000000.0,,197000000.0,2796000000.0,58462000000.0,34713000000.0,154000000.0,,480000000.0,1430000000.0,1282000000.0,1282000000.0,,445000000.0,249000000.0,249000000.0,29176000000.0,,29176000000.0,2360000000.0,26816000000.0,,,,,23749000000.0,925000000.0,346000000.0,,,3204000000.0,,,,,4188000000.0,,,15086000000.0,13403000000.0,1683000000.0,,,2023-09-30
1842946.0,399591554.0,401434500.0,4883000000.0,8152000000.0,35995000000.0,41933000000.0,12371000000.0,35995000000.0,2399000000.0,36180000000.0,41070000000.0,36180000000.0,36180000000.0,654000000.0,47000000.0,29725000000.0,2167000000.0,4014000000.0,4014000000.0,22130000000.0,10248000000.0,2564000000.0,215000000.0,437000000.0,2564000000.0,7032000000.0,2142000000.0,4890000000.0,437000000.0,11882000000.0,6566000000.0,1120000000.0,257000000.0,863000000.0,510000000.0,510000000.0,3818000000.0,1091000000.0,147000000.0,2580000000.0,58310000000.0,34057000000.0,249000000.0,356000000.0,696000000.0,841000000.0,2191000000.0,2125000000.0,66000000.0,481000000.0,185000000.0,185000000.0,27926000000.0,-18196000000.0,46122000000.0,1923000000.0,26003000000.0,34101000000.0,9028000000.0,1070000000.0,0.0,24253000000.0,104000000.0,460000000.0,25000000.0,955000000.0,3328000000.0,205000000.0,733000000.0,2390000000.0,552000000.0,5293000000.0,-83000000.0,5376000000.0,13536000000.0,12666000000.0,870000000.0,0.0,870000000.0,2023-03-31
