Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
216571232.0,216571232.0,19554112000.0,19555457000.0,1978728000.0,21534185000.0,-29055167000.0,1978728000.0,1978728000.0,1978728000.0,1978728000.0,0.0,1978728000.0,-186984000.0,,,2165712000.0,2165712000.0,29972504000.0,809439000.0,,,0.0,0.0,0.0,2567000.0,29163065000.0,2316866000.0,19555457000.0,19555457000.0,,10876000.0,,,,,31951232000.0,31843234000.0,,,,31843119000.0,31843119000.0,,,,115000.0,,115000.0,0.0,115000.0,,,,,107898000.0,3201000.0,,,0.0,,,104697000.0,103352000.0,1345000.0,,,2023-09-30
216571232.0,216571232.0,20618465000.0,20620071000.0,1804921000.0,22424992000.0,-29228933000.0,1804921000.0,1804921000.0,2611793000.0,1804921000.0,0.0,1804921000.0,-2000.0,-36032860000.0,944156000.0,2165712000.0,2165712000.0,30146500000.0,809440000.0,1000.0,2567000.0,0.0,806872000.0,806872000.0,2567000.0,29337060000.0,1868283000.0,19813199000.0,19813199000.0,57000.0,11222000.0,7644299000.0,7597353000.0,46946000.0,0.0,31951421000.0,31843294000.0,1000.0,5526000.0,-1433335000.0,1485913000.0,1485913000.0,31785015000.0,31785015000.0,0.0,174000.0,-142977000.0,143151000.0,0.0,175000.0,143151000.0,0.0,0.0,0.0,108127000.0,,3097000.0,102591000.0,0.0,-594068000.0,594068000.0,2439000.0,833000.0,1606000.0,0.0,1606000.0,2023-03-31
