Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
26815930.0,26815930.0,2894690000.0,3122330000.0,2015482000.0,6522066000.0,594702000.0,2015482000.0,140186000.0,3539922000.0,4686531000.0,3581152000.0,41230000.0,3539922000.0,3486290000.0,,,53632000.0,53632000.0,4865586000.0,1317233000.0,,,,59476000.0,1242622000.0,96013000.0,1146609000.0,15135000.0,3548353000.0,141364000.0,1879708000.0,44173000.0,1835535000.0,,17804000.0,1452877000.0,,,584855000.0,868022000.0,8446738000.0,4303683000.0,135614000.0,,23188000.0,23188000.0,1524440000.0,389137000.0,1135303000.0,2616597000.0,,2616597000.0,104627000.0,2511970000.0,,,,,4143055000.0,308100000.0,,,1731820000.0,,,,,3924000.0,514432000.0,1377949000.0,,,206830000.0,119376000.0,87454000.0,,,2024-03-31
26815930.0,26815930.0,1999156000.0,2219162000.0,2112358000.0,5348785000.0,492195000.0,2112358000.0,129231000.0,3258854000.0,3972331000.0,3297821000.0,38967000.0,3258854000.0,3205222000.0,,,53632000.0,53632000.0,4158171000.0,867148000.0,,,,53595000.0,805306000.0,91829000.0,713477000.0,8247000.0,3291023000.0,155981000.0,1413856000.0,37402000.0,1376454000.0,,13776000.0,1662441000.0,,,645245000.0,1017196000.0,7455992000.0,3672774000.0,18715000.0,,17126000.0,17126000.0,1146496000.0,35325000.0,1111171000.0,2489846000.0,,2489846000.0,209506000.0,2280340000.0,,,,,3783218000.0,423848000.0,,,1404712000.0,,,,,1157000.0,541247000.0,1265704000.0,,,146550000.0,55775000.0,90775000.0,,,2023-09-30
26771941.0,26771941.0,2167660000.0,2350184000.0,1982237000.0,5242394000.0,505723000.0,1982237000.0,141598000.0,3033808000.0,3816851000.0,3070347000.0,36539000.0,3033808000.0,25849000.0,1862494000.0,433017000.0,53544000.0,53544000.0,4052777000.0,949251000.0,8898000.0,0.0,0.0,52145000.0,888208000.0,105165000.0,783043000.0,8898000.0,3103526000.0,256399000.0,1461976000.0,36433000.0,1425543000.0,9762000.0,9762000.0,1359402000.0,32039000.0,6138000.0,536921000.0,784304000.0,7123124000.0,3513875000.0,56472000.0,92813000.0,0.0,36341000.0,1051571000.0,17741000.0,1033830000.0,2366303000.0,-1211007000.0,3577310000.0,136970000.0,899637000.0,1314559000.0,818184000.0,407960000.0,0.0,3609249000.0,574684000.0,6138000.0,398346000.0,1305708000.0,163274000.0,635416000.0,56042000.0,450976000.0,107008000.0,665205000.0,1030542000.0,-19643000.0,1050185000.0,96302000.0,55376000.0,40926000.0,2033000.0,38893000.0,2023-03-31
