Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Restricted Cash
11265070.0,11265070.0,181778000.0,21465502000.0,21469034000.0,16089794000.0,21465502000.0,181778000.0,21469034000.0,21469034000.0,21469034000.0,21469034000.0,21356383000.0,,,112651000.0,112651000.0,11013202000.0,418383000.0,,87660000.0,87660000.0,330723000.0,10594819000.0,584084000.0,94118000.0,94118000.0,,767064000.0,8616657000.0,,,377434000.0,8239223000.0,32482236000.0,5797623000.0,476974000.0,,278254000.0,94026000.0,94026000.0,3532000.0,3532000.0,3444226000.0,,3444226000.0,123220000.0,3321006000.0,,,,,26684613000.0,667351000.0,,5317935000.0,,,,,4386000.0,7030898000.0,,,13664043000.0,3221155000.0,10442888000.0,,,2024-03-31,,
11265070.0,11265070.0,238074000.0,18401281000.0,18403513000.0,13295668000.0,18401281000.0,238074000.0,18403513000.0,18403513000.0,18403513000.0,18403513000.0,18290862000.0,,,112651000.0,112651000.0,10578237000.0,612404000.0,,125165000.0,125165000.0,487239000.0,9965833000.0,367306000.0,112909000.0,112909000.0,,522416000.0,8178542000.0,,,359165000.0,7819377000.0,28981750000.0,5720249000.0,496817000.0,,274709000.0,76865000.0,76865000.0,2232000.0,2232000.0,3578701000.0,,3578701000.0,72061000.0,3506640000.0,,,,,23261501000.0,719283000.0,,5773924000.0,,,,,3639000.0,6588845000.0,,,10175810000.0,149607000.0,10026203000.0,,,2023-09-30,,
11265070.0,11265070.0,267474000.0,16771598000.0,16774704000.0,11470993000.0,16771598000.0,267474000.0,16774704000.0,16774704000.0,16774704000.0,16774704000.0,16662054000.0,16626423000.0,94990000.0,112651000.0,112651000.0,10369543000.0,566120000.0,1000.0,135900000.0,135900000.0,430219000.0,9803423000.0,402338000.0,131574000.0,131574000.0,421917000.0,557390000.0,8124826000.0,103092000.0,24533000.0,352765000.0,7644436000.0,27144247000.0,5869831000.0,2000.0,547035000.0,272767000.0,57191000.0,57191000.0,3106000.0,3106000.0,3622312000.0,-2710441000.0,6332753000.0,245702000.0,997000.0,3989644000.0,1961840000.0,134570000.0,0.0,21274416000.0,706773000.0,748404000.0,6107410000.0,83434000.0,3104271000.0,206401000.0,2713304000.0,61660000.0,6350355000.0,-406323000.0,6756677000.0,8006587000.0,24533000.0,7982054000.0,7590000000.0,392054000.0,2023-03-31,,
