Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
22484679.0,22484679.0,94307000.0,145796000.0,434415000.0,682820000.0,340349000.0,434415000.0,17489000.0,554513000.0,594941000.0,582834000.0,28321000.0,554513000.0,442090000.0,,,112423000.0,112423000.0,372024000.0,61883000.0,,,2328000.0,55475000.0,15047000.0,40428000.0,4080000.0,310141000.0,38496000.0,90321000.0,2442000.0,87879000.0,,6453000.0,104513000.0,,,1868000.0,102645000.0,954858000.0,304368000.0,,,1642000.0,44199000.0,44199000.0,,,,120098000.0,57316000.0,62782000.0,132309000.0,,132309000.0,,132309000.0,,,,,650490000.0,8401000.0,,,63375000.0,,,657000.0,,512984000.0,,,65073000.0,31073000.0,34000000.0,,,2024-03-31
22134140.0,22134140.0,77541000.0,96377000.0,387782000.0,543336000.0,276877000.0,387782000.0,461000.0,447420000.0,489605000.0,448317000.0,897000.0,447420000.0,336749000.0,,,110671000.0,110671000.0,212884000.0,43541000.0,1000.0,,869000.0,42185000.0,0.0,42185000.0,486000.0,169343000.0,9105000.0,54192000.0,461000.0,53731000.0,,7539000.0,31552000.0,,,,31552000.0,661201000.0,214981000.0,172000.0,,0.0,46973000.0,46973000.0,,,,59638000.0,14807000.0,44831000.0,92382000.0,,92382000.0,11381000.0,81001000.0,,,,,446220000.0,11703000.0,,,50150000.0,,,,7188000.0,331764000.0,,,45415000.0,27040000.0,18375000.0,,,2023-09-30
22118460.0,22118460.0,47046000.0,72930000.0,345601000.0,487471000.0,239104000.0,345601000.0,921000.0,415462000.0,451999000.0,416072000.0,610000.0,415462000.0,1294000.0,201469000.0,49531000.0,110592000.0,110592000.0,261333000.0,38954000.0,2000.0,486000.0,1041000.0,37425000.0,888000.0,36537000.0,486000.0,222379000.0,32000.0,35505000.0,33000.0,35472000.0,6161000.0,6161000.0,180543000.0,57054000.0,17000.0,,123472000.0,677405000.0,215922000.0,2000.0,14484000.0,,31932000.0,31932000.0,0.0,0.0,0.0,69861000.0,25030000.0,44831000.0,91002000.0,-91451000.0,182453000.0,7000000.0,3767000.0,90023000.0,55083000.0,26580000.0,0.0,461483000.0,9933000.0,26662000.0,9940000.0,49833000.0,7582000.0,42251000.0,120000.0,127000.0,349965000.0,-2110000.0,352035000.0,24963000.0,26662000.0,24963000.0,27000.0,24936000.0,2023-03-31
