Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Tradeand Other Payables Non Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Cash Equivalents,Cash Financial
6766094014.0,6766094014.0,2273970000000.0,3461420000000.0,4331070000000.0,11181030000000.0,727330000000.0,4331070000000.0,215200000000.0,7934810000000.0,10161930000000.0,9257880000000.0,1323070000000.0,7934810000000.0,7867150000000.0,67660000000.0,67660000000.0,8301980000000.0,4328310000000.0,1127520000000.0,722410000000.0,2401270000000.0,174150000000.0,2227120000000.0,20440000000.0,3973670000000.0,551980000000.0,1060150000000.0,41050000000.0,1019100000000.0,21750000000.0,1783770000000.0,1783770000000.0,17559860000000.0,12858860000000.0,430850000000.0,9380000000.0,1221240000000.0,1221240000000.0,3603740000000.0,3453850000000.0,149890000000.0,7584660000000.0,7584660000000.0,1523820000000.0,6060840000000.0,4701000000000.0,558250000000.0,1527700000000.0,25170000000.0,316280000000.0,2273600000000.0,1301350000000.0,972250000000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,
6766094014.0,6766094014.0,2268600000000.0,3166970000000.0,4022020000000.0,10469090000000.0,622310000000.0,4022020000000.0,210100000000.0,7512220000000.0,9752400000000.0,8772750000000.0,1260530000000.0,7512220000000.0,7444560000000.0,67660000000.0,67660000000.0,8049400000000.0,4274270000000.0,1117670000000.0,655260000000.0,2407910000000.0,167730000000.0,2240180000000.0,21010000000.0,3775130000000.0,552400000000.0,759060000000.0,42370000000.0,716690000000.0,44000000000.0,1581010000000.0,1581010000000.0,16822150000000.0,12424710000000.0,412540000000.0,9400000000.0,1131190000000.0,1131190000000.0,3490200000000.0,3341160000000.0,149040000000.0,7365860000000.0,7365860000000.0,1613440000000.0,5752420000000.0,4397440000000.0,526120000000.0,1462580000000.0,22580000000.0,369360000000.0,2016800000000.0,1328530000000.0,688270000000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,
6766094014.0,6766094014.0,2400000000000.0,3351340000000.0,4919100000000.0,11358610000000.0,454440000000.0,4919100000000.0,204260000000.0,8211530000000.0,10043290000000.0,9341620000000.0,1130090000000.0,8211530000000.0,8143870000000.0,67660000000.0,67660000000.0,7793440000000.0,3828100000000.0,1137660000000.0,603270000000.0,1994060000000.0,162300000000.0,1831760000000.0,16070000000.0,3965340000000.0,429310000000.0,1357280000000.0,41960000000.0,1315320000000.0,21800000000.0,1471780000000.0,1471780000000.0,17135060000000.0,12715280000000.0,409780000000.0,15430000000.0,2104370000000.0,2104370000000.0,3292430000000.0,3155810000000.0,136620000000.0,6878020000000.0,6878020000000.0,1172590000000.0,5705430000000.0,4419780000000.0,498850000000.0,1400080000000.0,2170000000.0,284510000000.0,2234170000000.0,1487090000000.0,747080000000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,
6766329014.0,6766329014.0,2459840000000.0,3575250000000.0,4529520000000.0,11557900000000.0,356520000000.0,4529520000000.0,211880000000.0,8194530000000.0,10233810000000.0,9543240000000.0,1348710000000.0,8194530000000.0,8126870000000.0,67660000000.0,67660000000.0,8607990000000.0,4180390000000.0,1100330000000.0,773870000000.0,2209060000000.0,169780000000.0,2039280000000.0,20630000000.0,4427600000000.0,632100000000.0,1366190000000.0,42100000000.0,1324090000000.0,33250000000.0,1755760000000.0,1755760000000.0,18151230000000.0,13367110000000.0,448710000000.0,6540000000.0,1228160000000.0,1228160000000.0,3665010000000.0,3517380000000.0,147630000000.0,8011190000000.0,8011190000000.0,1988730000000.0,6022460000000.0,4784120000000.0,500020000000.0,1609500000000.0,46410000000.0,301210000000.0,2326980000000.0,1423450000000.0,903530000000.0,2024-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
