Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Pension And Other Postretirement Benefit Plans,Pensionand Other Post Retirement Benefit Plans Current
109863595.0,109863595.0,558602000.0,3975009000.0,4411421000.0,2979293000.0,3975009000.0,558602000.0,4411421000.0,4411421000.0,4420172000.0,8751000.0,4411421000.0,4187911000.0,,,223510000.0,223510000.0,1140343000.0,614684000.0,,112540000.0,487038000.0,487038000.0,,15106000.0,525659000.0,27447000.0,71564000.0,71564000.0,,1911000.0,261680000.0,,,22393000.0,239287000.0,5560515000.0,2055563000.0,12072000.0,,,64843000.0,34509000.0,34509000.0,436412000.0,218015000.0,218397000.0,1437938000.0,,1437938000.0,51080000.0,1386858000.0,,,,,3504952000.0,160665000.0,,,,,530166000.0,,,,1008000.0,,1084574000.0,,,1728539000.0,1131642000.0,596897000.0,,,2024-03-31,,
109863595.0,109863595.0,590040000.0,3954920000.0,4401255000.0,3024931000.0,3954920000.0,590040000.0,4401255000.0,4401255000.0,4421097000.0,19842000.0,4401255000.0,4177745000.0,,,223510000.0,223510000.0,1158481000.0,634714000.0,,99032000.0,522211000.0,522211000.0,,13471000.0,523767000.0,12829000.0,67829000.0,67829000.0,,1759000.0,277825000.0,,,24732000.0,253093000.0,5579578000.0,2030880000.0,35044000.0,,,52489000.0,32861000.0,32861000.0,446335000.0,214248000.0,232087000.0,1398779000.0,,1398779000.0,90130000.0,1308649000.0,,,,,3548698000.0,208701000.0,,,,,557416000.0,,,,1191000.0,,820550000.0,,,1960840000.0,1278333000.0,682507000.0,,,2023-09-30,,
109863595.0,109863595.0,552461000.0,3733932000.0,4192462000.0,2868455000.0,3733932000.0,552461000.0,4192462000.0,4192462000.0,4216195000.0,23733000.0,4192462000.0,3968949000.0,2906151000.0,922860000.0,223510000.0,223510000.0,1033996000.0,603020000.0,-3000.0,95542000.0,495505000.0,495505000.0,0.0,11976000.0,430976000.0,640000.0,56956000.0,56956000.0,0.0,1486000.0,280161000.0,36314000.0,6595000.0,11913000.0,225339000.0,5250191000.0,1950760000.0,926000.0,86488000.0,0.0,45799000.0,22815000.0,22815000.0,458530000.0,214384000.0,244146000.0,1358341000.0,-409749000.0,1768090000.0,67786000.0,665473000.0,562525000.0,342594000.0,129712000.0,0.0,3299431000.0,127391000.0,0.0,157000.0,19703000.0,144034000.0,631190000.0,307950000.0,164782000.0,158458000.0,146736000.0,1443000.0,942556000.0,-10028000.0,952584000.0,1415055000.0,1016304000.0,398751000.0,7703000.0,391048000.0,2023-03-31,,
