Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.0,61758000.0,0.0,0.0,-198701000.0,11695000.0,,61758000.0,50063000.0,-45443000.0,45443000.0,-198701000.0,-198701000.0,26079000.0,,,,,-81375000.0,-81375000.0,0.0,-81375000.0,-81375000.0,,,-198701000.0,0.0,4620000.0,76142000.0,0.0,-45443000.0,45443000.0,-26079000.0,26079000.0,9068000.0,11695000.0,11695000.0,,,0.0,0.0,2024-03-31
0.0,0.0,53356000.0,0.0,0.0,4561000.0,6746000.0,0.0,53356000.0,46610000.0,-42049000.0,42049000.0,4561000.0,4561000.0,30790000.0,73855385.0,73855385.0,-0.65,-0.65,-48006000.0,-48006000.0,0.0,-48006000.0,-48006000.0,-52567000.0,,4561000.0,0.0,4561000.0,77400000.0,0.0,-42049000.0,42049000.0,-30790000.0,30790000.0,19301000.0,6746000.0,6746000.0,0.0,0.0,0.0,0.0,2023-12-31
0.0,0.023926,83110000.0,0.0,0.0,34146000.0,41403000.0,0.0,83110000.0,41707000.0,-6724000.0,6724000.0,34146000.0,34146000.0,66277000.0,74265909.0,74265909.0,-0.44,-0.44,-32677000.0,-32677000.0,0.0,-32677000.0,-32678000.0,-66823000.0,,34145000.0,837000.0,34983000.0,107983000.0,0.0,-6724000.0,6724000.0,-66277000.0,66277000.0,20183000.0,41403000.0,41403000.0,0.0,0.0,0.0,0.0,2023-09-30
0.0,0.145233,86508000.0,0.0,0.0,34593000.0,6717000.0,0.0,86508000.0,79791000.0,-41735000.0,41735000.0,34593000.0,34593000.0,32637000.0,78620455.0,78620455.0,0.44,0.44,34593000.0,34593000.0,0.0,34593000.0,34593000.0,0.0,0.0,34593000.0,5527000.0,38056000.0,112428000.0,0.0,-41735000.0,41735000.0,-32637000.0,32637000.0,20115000.0,6717000.0,6717000.0,0.0,0.0,0.0,0.0,2023-06-30
0.0,0.0,93784000.0,-20672000.0,-20672000.0,50583000.0,6586000.0,36951000.0,73112000.0,66526000.0,-880000.0,34368000.0,71255000.0,50583000.0,14913000.0,,,,,25147000.0,25147000.0,0.0,25147000.0,25147000.0,,,50583000.0,0.0,32158000.0,68819000.0,-20672000.0,-880000.0,34368000.0,-14913000.0,-22038000.0,-90800000.0,6586000.0,6586000.0,-36951000.0,36951000.0,0.0,0.0,2023-03-31
,,,,,,,0.0,,,,,,,,73617857.0,73617857.0,0.28,0.28,,,,,,-18425000.0,0.0,,,,,,,,,,,,,0.0,0.0,,,2022-12-31
0.0,0.0,57788000.0,0.0,0.0,-167770000.0,10360000.0,0.0,57788000.0,47428000.0,-42214000.0,42214000.0,-167770000.0,-167770000.0,28685000.0,73907489.0,73907489.0,-2.27,-2.27,-167770000.0,-167770000.0,0.0,-167770000.0,-167770000.0,0.0,0.0,-167770000.0,0.0,5214000.0,76113000.0,0.0,-42214000.0,42214000.0,-28685000.0,28685000.0,12619000.0,10360000.0,10360000.0,0.0,0.0,0.0,0.0,2024-06-30 00:00:00
