Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Held To Maturity Securities,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
92796000.0,92796000.0,143150000.0,1321670000.0,8047190000.0,9009820000.0,2179030000.0,8047190000.0,393440000.0,8081590000.0,8833060000.0,8081590000.0,0.0,8081590000.0,7617610000.0,463980000.0,463980000.0,4729400000.0,1658650000.0,,72810000.0,261330000.0,1095370000.0,343900000.0,751470000.0,225470000.0,3070750000.0,245800000.0,226300000.0,49540000.0,176760000.0,107850000.0,1449830000.0,1449830000.0,12810990000.0,7561210000.0,24550000.0,,114660000.0,114660000.0,176710000.0,42040000.0,34400000.0,34400000.0,7168850000.0,7168850000.0,200630000.0,6968220000.0,5249780000.0,109110000.0,,2619130000.0,240000.0,46770000.0,287060000.0,2187470000.0,1402390000.0,785080000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,
92796000.0,92796000.0,,568960000.0,7381310000.0,7653040000.0,1487440000.0,7381310000.0,332680000.0,7416760000.0,7604160000.0,7416760000.0,0.0,7416760000.0,6952780000.0,463980000.0,463980000.0,3202340000.0,1010610000.0,-30000.0,76180000.0,246680000.0,485280000.0,297880000.0,187400000.0,197980000.0,2191730000.0,271430000.0,83680000.0,34800000.0,48880000.0,105400000.0,672490000.0,672490000.0,10619100000.0,6939960000.0,109890000.0,3100000.0,112630000.0,112630000.0,208570000.0,42580000.0,35450000.0,35450000.0,6427740000.0,6427740000.0,154230000.0,6273510000.0,3679170000.0,170600000.0,,1929560000.0,290000.0,46770000.0,309350000.0,1222600000.0,802490000.0,420110000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,
92796000.0,92796000.0,1180140000.0,1679630000.0,7217780000.0,8602170000.0,1386960000.0,7217780000.0,336130000.0,7258670000.0,7303630000.0,7258670000.0,0.0,7258670000.0,6794690000.0,463980000.0,463980000.0,3991500000.0,845590000.0,,79550000.0,247390000.0,332000000.0,287040000.0,44960000.0,181280000.0,3145910000.0,222110000.0,1347630000.0,49090000.0,1298540000.0,89610000.0,448760000.0,448760000.0,11250170000.0,6717300000.0,49880000.0,3020000.0,103660000.0,103660000.0,144140000.0,43120000.0,40890000.0,40890000.0,6332590000.0,6332590000.0,199330000.0,6133260000.0,4532870000.0,179810000.0,0.0,3789450000.0,310000.0,36090000.0,280060000.0,247150000.0,83790000.0,163360000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,
