Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.311767,216300000.0,0.0,0.0,146800000.0,1400000.0,568900000.0,216300000.0,214900000.0,-1600000.0,1600000.0,146800000.0,146800000.0,701000000.0,,,,,146800000.0,146800000.0,0.0,146800000.0,146800000.0,146800000.0,66500000.0,213300000.0,104200000.0,0.0,0.0,-1600000.0,1600000.0,110700000.0,132100000.0,79600000.0,1400000.0,1400000.0,242800000.0,568900000.0,811700000.0,811700000.0,2024-03-31
-606584.36214,0.356814,419000000.0,-1700000.0,-1700000.0,265700000.0,2600000.0,454900000.0,417300000.0,414700000.0,-1600000.0,1600000.0,266793415.63786,265700000.0,648600000.0,,,,,265700000.0,265700000.0,0.0,265700000.0,265700000.0,265700000.0,147400000.0,413100000.0,219600000.0,-1700000.0,1700000.0,-1600000.0,1600000.0,196800000.0,193700000.0,128100000.0,2600000.0,2600000.0,390500000.0,454900000.0,845400000.0,845400000.0,2023-12-31
0.0,0.269812,337900000.0,0.0,0.0,236800000.0,6500000.0,447200000.0,337900000.0,331400000.0,-7100000.0,7100000.0,236800000.0,236800000.0,625000000.0,24692388.0,24692388.0,9.59,9.59,236800000.0,236800000.0,0.0,236800000.0,236800000.0,236800000.0,87500000.0,324300000.0,168800000.0,0.0,0.0,-7100000.0,7100000.0,162600000.0,177800000.0,117600000.0,6500000.0,6500000.0,340400000.0,447200000.0,787600000.0,787600000.0,2023-09-30
0.0,0.270436,297900000.0,0.0,0.0,202600000.0,15600000.0,527400000.0,297900000.0,282300000.0,-4600000.0,4600000.0,202600000.0,202600000.0,748400000.0,24677223.0,24677223.0,8.21,8.21,202600000.0,202600000.0,0.0,202600000.0,202600000.0,202600000.0,75100000.0,277700000.0,124700000.0,0.0,0.0,-4600000.0,4600000.0,157600000.0,221000000.0,143600000.0,15600000.0,15600000.0,378600000.0,527400000.0,906000000.0,906000000.0,2023-06-30
7560000.0,0.3,231700000.0,25200000.0,25200000.0,250200000.0,20800000.0,489900000.0,256900000.0,236100000.0,542000000.0,3000000.0,232560000.0,250200000.0,578300000.0,24717819.0,24717819.0,10.12,10.12,250200000.0,250200000.0,0.0,250200000.0,250200000.0,250200000.0,-17100000.0,233100000.0,-410200000.0,25200000.0,,542000000.0,3000000.0,86700000.0,88400000.0,-245800000.0,20800000.0,20800000.0,175100000.0,489900000.0,665000000.0,665000000.0,2023-03-31
,,,,,,,,,,,,,,,24707792.0,24707792.0,3.08,3.08,,,,,,,,,,,1700000.0,,,,,,,,,,,,2022-12-31
