Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Other Payable,Dividends Payable,Non Current Prepaid Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
960886938.0,960886938.0,16902000000.0,17960600000.0,17843500000.0,35798100000.0,-8330400000.0,17843500000.0,6000000.0,17843500000.0,19043500000.0,17843500000.0,17843500000.0,8234600000.0,9608900000.0,9608900000.0,78137000000.0,4074700000.0,,1091200000.0,449600000.0,0.0,1204300000.0,4300000.0,1200000000.0,536300000.0,74062300000.0,20063800000.0,16756300000.0,1700000.0,16754600000.0,1569600000.0,15574600000.0,0.0,15574600000.0,95980500000.0,30248600000.0,100000.0,0.0,353100000.0,353100000.0,681800000.0,0.0,0.0,28060700000.0,28060700000.0,1422800000.0,26637900000.0,65731900000.0,963800000.0,2222000000.0,7995800000.0,,24408100000.0,30142200000.0,29089600000.0,1052600000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,
960886938.0,960886938.0,19339300000.0,19406800000.0,21152600000.0,40552600000.0,-5511500000.0,21152600000.0,6800000.0,21152600000.0,22952600000.0,21152600000.0,21152600000.0,11543700000.0,9608900000.0,9608900000.0,69422200000.0,4138100000.0,-100000.0,712300000.0,450100000.0,0.0,1805400000.0,5400000.0,1800000000.0,496500000.0,65284100000.0,10988900000.0,17601400000.0,1400000.0,17600000000.0,1648700000.0,12594900000.0,0.0,12594900000.0,90574800000.0,30802200000.0,100000.0,0.0,347500000.0,347500000.0,682300000.0,0.0,0.0,28210300000.0,28210300000.0,1381100000.0,26829200000.0,59772600000.0,1579400000.0,2422400000.0,5765800000.0,0.0,23059100000.0,26945900000.0,26885200000.0,60700000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,
949577352.0,949577352.0,18664774000.0,18765819000.0,23743333000.0,42501685000.0,-2209780000.0,23743333000.0,7467000.0,23743333000.0,25543333000.0,23743333000.0,23743333000.0,14247559000.0,9495774000.0,9495774000.0,71170283000.0,5273239000.0,1000.0,1739902000.0,450106000.0,0.0,1805966000.0,5966000.0,1800000000.0,514135000.0,65897044000.0,10322154000.0,16959853000.0,1501000.0,16958352000.0,1944186000.0,13766819000.0,0.0,13766819000.0,94913616000.0,31226350000.0,52000.0,0.0,351727000.0,351727000.0,682778000.0,0.0,0.0,28227119000.0,28227119000.0,1386312000.0,26840807000.0,63687264000.0,1620731000.0,2497523000.0,7330293000.0,,24292783000.0,27945934000.0,27852356000.0,93578000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,
