Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Trading Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
600000.0,600000.0,9909000.0,10051000.0,125944000.0,135995000.0,118611000.0,125944000.0,125944000.0,134169000.0,125944000.0,125944000.0,119944000.0,,6000000.0,6000000.0,20971000.0,9849000.0,1000.0,1623000.0,8225000.0,8225000.0,11122000.0,380000.0,,1826000.0,1826000.0,1254000.0,7662000.0,,7662000.0,146915000.0,17181000.0,899000.0,,2446000.0,,,,13836000.0,,13836000.0,0.0,13836000.0,,,,,129733000.0,119880000.0,,2079000.0,,,,7632000.0,142000.0,142000.0,,2023-09-30
600000.0,600000.0,13678000.0,13853000.0,121597000.0,135450000.0,118421000.0,121597000.0,121597000.0,134807000.0,121597000.0,121597000.0,,98714000.0,6000000.0,6000000.0,27205000.0,14903000.0,,1693000.0,13210000.0,13210000.0,12302000.0,480000.0,1028000.0,643000.0,643000.0,,9879000.0,206000.0,9673000.0,148802000.0,18079000.0,1000.0,805000.0,2446000.0,0.0,2446000.0,0.0,14827000.0,-18378000.0,33203000.0,,1229000.0,31603000.0,155000.0,216000.0,0.0,130723000.0,,203000.0,2251000.0,958000.0,1293000.0,120648000.0,7446000.0,175000.0,175000.0,175000.0,2023-03-31
600000.0,600000.0,14310000.0,14444000.0,129699000.0,144143000.0,128089000.0,129699000.0,129699000.0,142964000.0,129699000.0,129699000.0,123699000.0,,6000000.0,6000000.0,24605000.0,14818000.0,,1553000.0,13265000.0,13265000.0,9787000.0,172000.0,,1179000.0,1179000.0,1021000.0,7415000.0,,7415000.0,154304000.0,16428000.0,899000.0,,,,,,13000000.0,,13000000.0,0.0,13000000.0,,,,,137876000.0,130999000.0,,2848000.0,,,,3895000.0,134000.0,134000.0,,2024-03-31 00:00:00
