Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges
0.0,0.269813,14963300000.0,0.0,0.0,9350100000.0,1966100000.0,63286700000.0,14963300000.0,12997200000.0,-76400000.0,76400000.0,9350100000.0,9350100000.0,84197200000.0,,,,,9350100000.0,9350100000.0,0.0,9350100000.0,-84500000.0,9434600000.0,9434600000.0,3486200000.0,12920800000.0,1773300000.0,0.0,,-76400000.0,76400000.0,11969600000.0,20910500000.0,12310100000.0,1966100000.0,1966100000.0,32880100000.0,63286700000.0,96166800000.0,96166800000.0,2024-03-31,
0.0,0.250646,16727400000.0,0.0,0.0,10934100000.0,1939200000.0,65542000000.0,16727400000.0,14788200000.0,-227400000.0,227400000.0,10934100000.0,10934100000.0,85969000000.0,200294926.0,199855602.0,54.59,54.71,10934100000.0,10934100000.0,0.0,10934100000.0,22900000.0,10911200000.0,10911200000.0,3649600000.0,14560800000.0,2435700000.0,0.0,0.0,-227400000.0,227400000.0,11909600000.0,20427000000.0,12303600000.0,1939200000.0,1939200000.0,32336600000.0,65542000000.0,97878600000.0,97878600000.0,2023-12-31,
0.0,0.259584,15721700000.0,0.0,0.0,10063100000.0,1870900000.0,64985400000.0,15721700000.0,13850800000.0,-249800000.0,249800000.0,10063100000.0,10063100000.0,83606100000.0,200260697.0,199902662.0,50.25,50.34,10063100000.0,10063100000.0,0.0,10063100000.0,-7300000.0,10070400000.0,10070400000.0,3530600000.0,13601000000.0,2081000000.0,0.0,,-249800000.0,249800000.0,11724600000.0,18620700000.0,10814800000.0,1870900000.0,1870900000.0,30345300000.0,64985400000.0,95330700000.0,95330700000.0,2023-09-30,
-458492229.6678,0.286576,13426800000.0,-1599900000.0,-1599900000.0,7101000000.0,1797400000.0,61280300000.0,11826900000.0,10029500000.0,-210100000.0,210100000.0,8242407770.3322,7101000000.0,78191200000.0,200028169.0,199803039.0,35.5,35.54,7101000000.0,7101000000.0,0.0,7101000000.0,95600000.0,7005400000.0,7005400000.0,2814000000.0,9819400000.0,2255400000.0,-1599900000.0,1599900000.0,-210100000.0,210100000.0,10318900000.0,16910900000.0,9151500000.0,1797400000.0,1797400000.0,27229800000.0,61280300000.0,88510100000.0,88510100000.0,2023-06-30,
0.0,0.281314,13270290000.0,,,8051200000.0,1797500000.0,57960200000.0,13270290000.0,11472790000.0,2417010000.0,191090000.0,8051200000.0,8051200000.0,70169900000.0,,,,,8051200000.0,8051200000.0,0.0,8051200000.0,-56800000.0,8108000000.0,8108000000.0,3173700000.0,11281700000.0,2375400000.0,,,2417010000.0,191090000.0,9966300000.0,12209700000.0,-10947600000.0,1797500000.0,1797500000.0,22176000000.0,57960200000.0,80136200000.0,80136200000.0,2023-03-31,
,,,0.0,0.0,,,,,,,,,,,200063378.0,198206388.0,36.29,36.63,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2022-12-31,
0.0,0.266719,16319500000.0,0.0,0.0,10458900000.0,2054400000.0,68699400000.0,16319500000.0,14265100000.0,-188500000.0,188500000.0,10458900000.0,10458900000.0,89549500000.0,200323693.0,199940738.0,52.21,52.31,10458900000.0,10458900000.0,0.0,10458900000.0,136800000.0,10322100000.0,10322100000.0,3754500000.0,14076600000.0,2248100000.0,0.0,,-188500000.0,188500000.0,12558400000.0,20850100000.0,12516500000.0,2054400000.0,2054400000.0,33408500000.0,68699400000.0,102107900000.0,102107900000.0,2024-06-30 00:00:00,
