Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Tradeand Other Payables Non Current,Land And Improvements,Cash Equivalents,Cash Financial
15518234.0,400514506.0,416032740.0,36941039000.0,43636223000.0,3541499000.0,48042472000.0,113144570000.0,3541499000.0,4406249000.0,48042472000.0,17429864000.0,13023615000.0,4406249000.0,3990216000.0,,,,416033000.0,416033000.0,156414246000.0,153332867000.0,,4069458000.0,43636223000.0,43636223000.0,2354232000.0,3081379000.0,907614000.0,,,,2173765000.0,290918000.0,1882847000.0,173844110000.0,57618161000.0,2211855000.0,,8282009000.0,0.0,40338399000.0,40338399000.0,864750000.0,288433000.0,576317000.0,5815091000.0,,5815091000.0,36753000.0,5778338000.0,,,,116225949000.0,,,,,107553362000.0,306225000.0,425994000.0,,,7940368000.0,1245184000.0,6695184000.0,2024-03-31,,,,
,416032740.0,416032740.0,33996846000.0,39495231000.0,4355482000.0,44535168000.0,90975825000.0,4355482000.0,5039937000.0,44535168000.0,17584748000.0,12544811000.0,5039937000.0,4623904000.0,,,,416033000.0,416033000.0,126066030000.0,123809024000.0,812793000.0,3961321000.0,39495231000.0,39495231000.0,2466580000.0,2257006000.0,,,,,2257006000.0,468050000.0,1788956000.0,143650778000.0,50417947000.0,1995541000.0,,7899659000.0,15054000.0,34794100000.0,34794100000.0,684455000.0,168288000.0,516167000.0,5029138000.0,,5029138000.0,122161000.0,4906977000.0,,,,93232831000.0,,,113438000.0,,85469158000.0,203742000.0,303893000.0,,,7142600000.0,1644215000.0,5498385000.0,2023-09-30,,,,
,416032740.0,416032740.0,20546116000.0,26532492000.0,5256656000.0,32466459000.0,22917546000.0,5256656000.0,5933967000.0,21658288000.0,18759343000.0,12825365000.0,5933967000.0,157625000.0,222304000.0,-2320297000.0,4729036000.0,416033000.0,416033000.0,98644226000.0,71808660000.0,14560000.0,3277106000.0,15724321000.0,15724321000.0,2810143000.0,26835566000.0,932484000.0,10808171000.0,10808171000.0,213427000.0,1942953000.0,468050000.0,1474903000.0,117403569000.0,67650461000.0,1074625000.0,204481000.0,7881218000.0,0.0,7099696000.0,7099696000.0,677311000.0,161169000.0,516142000.0,4480414000.0,-962112000.0,5442526000.0,33781000.0,1282000.0,695116000.0,4712347000.0,0.0,49753112000.0,703611000.0,45589000.0,85162000.0,1008058000.0,22123121000.0,,320106000.0,-104875000.0,424981000.0,25467465000.0,19481089000.0,5986376000.0,2023-03-31,,,,
