Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
83638040.0,83638040.0,,3359360000.0,3250714000.0,3362091000.0,1534543000.0,3250714000.0,3261858000.0,3264589000.0,3264589000.0,3264589000.0,3264589000.0,3097313000.0,167276000.0,167276000.0,4479171000.0,3080441000.0,73609000.0,2795643000.0,2795643000.0,,76356000.0,1398730000.0,90510000.0,563717000.0,466215000.0,97502000.0,54500000.0,532049000.0,,532049000.0,7743760000.0,4810487000.0,44741000.0,228560000.0,162573000.0,162573000.0,9462000.0,13875000.0,13875000.0,4351276000.0,4351276000.0,352121000.0,3999155000.0,2933273000.0,74534000.0,2300296000.0,8503000.0,181824000.0,368116000.0,17086000.0,351030000.0,2024-03-31
81638040.0,81638040.0,444939000.0,3252189000.0,2358773000.0,2841929000.0,899162000.0,2358773000.0,2782986000.0,2372726000.0,2372726000.0,2372726000.0,2372726000.0,2209450000.0,163276000.0,163276000.0,4401596000.0,2629955000.0,74531000.0,2347728000.0,2347728000.0,0.0,75734000.0,1771641000.0,42664000.0,904461000.0,435258000.0,469203000.0,61958000.0,564958000.0,,564958000.0,6774322000.0,4103519000.0,80774000.0,192558000.0,141036000.0,141036000.0,34574000.0,13953000.0,13953000.0,3640624000.0,3640624000.0,228560000.0,3412064000.0,2670803000.0,92672000.0,2335966000.0,56859000.0,144695000.0,40611000.0,16347000.0,24264000.0,2023-09-30
81638040.0,81638040.0,219233000.0,2861308000.0,2199356000.0,2447311000.0,985519000.0,2199356000.0,2627640000.0,2213643000.0,2213643000.0,2213643000.0,2213643000.0,2050367000.0,163276000.0,163276000.0,3892499000.0,2499520000.0,73847000.0,2239201000.0,2239201000.0,0.0,59180000.0,1392979000.0,39583000.0,622107000.0,388439000.0,233668000.0,44257000.0,565519000.0,0.0,565519000.0,6106142000.0,3727644000.0,81847000.0,167391000.0,125954000.0,125954000.0,34817000.0,14287000.0,14287000.0,3303348000.0,3303348000.0,120168000.0,3183180000.0,2378498000.0,63686000.0,2179997000.0,9591000.0,95271000.0,29953000.0,15518000.0,14435000.0,2023-03-31
