Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents
0.0,170708060.0,170708060.0,15515400000.0,18843200000.0,23058300000.0,48935800000.0,20318100000.0,23058300000.0,1402300000.0,31494900000.0,31494900000.0,31494900000.0,31494900000.0,29755100000.0,,,1739800000.0,1739800000.0,50530400000.0,3163900000.0,1333700000.0,1333700000.0,140300000.0,47366500000.0,10055300000.0,17509500000.0,68600000.0,17440900000.0,210700000.0,18393200000.0,,,18393200000.0,82025300000.0,14340700000.0,1138900000.0,,266400000.0,151800000.0,151800000.0,,8436600000.0,6318500000.0,2118100000.0,3522900000.0,,3522900000.0,150300000.0,3372600000.0,,,,67684600000.0,7744900000.0,,,,37377400000.0,,,,,14101500000.0,8460800000.0,6535300000.0,1925500000.0,,2024-03-31,,,
,169721201.0,169721201.0,,1379900000.0,22478100000.0,30074400000.0,20425600000.0,22478100000.0,1379900000.0,30074400000.0,30074400000.0,30074400000.0,30074400000.0,28344500000.0,,,1729900000.0,1729900000.0,18565700000.0,2979200000.0,1329900000.0,1329900000.0,21000000.0,15586500000.0,7797700000.0,50000000.0,50000000.0,,182700000.0,7170700000.0,,,7170700000.0,48640100000.0,12628000000.0,431700000.0,,749500000.0,101200000.0,101200000.0,,7596300000.0,5478200000.0,2118100000.0,2792800000.0,,2792800000.0,24200000.0,2768600000.0,,,,36012100000.0,3414600000.0,,,,14006500000.0,,,,,4490600000.0,14100400000.0,13646000000.0,454400000.0,,2023-09-30,,,
,168370853.0,168370853.0,,498200000.0,23019000000.0,29729600000.0,22409500000.0,23019000000.0,498200000.0,29729600000.0,29729600000.0,29729600000.0,29729600000.0,28013200000.0,-520700000.0,27733400000.0,1716400000.0,1716400000.0,6290700000.0,2027000000.0,439000000.0,439000000.0,21200000.0,4263700000.0,3000000.0,59200000.0,59200000.0,,121100000.0,3625400000.0,614900000.0,300000.0,3010200000.0,36020300000.0,9347100000.0,343700000.0,414100000.0,420900000.0,0.0,70400000.0,0.0,6710600000.0,4592500000.0,2118100000.0,1293400000.0,-1293100000.0,2586500000.0,,933300000.0,1002300000.0,650900000.0,0.0,26673200000.0,1803400000.0,200000.0,19900000.0,1833200000.0,6468600000.0,54900000.0,61900000.0,6351800000.0,341400000.0,4989300000.0,13020600000.0,12166700000.0,853900000.0,853900000.0,2023-03-31,,,
,152783972.0,152783972.0,,516900000.0,21084100000.0,26672400000.0,19913600000.0,21084100000.0,516900000.0,26672400000.0,26672400000.0,26672400000.0,26672400000.0,25111800000.0,,,1560600000.0,1560600000.0,5926800000.0,2016600000.0,449800000.0,449800000.0,30800000.0,3910200000.0,293300000.0,67100000.0,67100000.0,,178000000.0,3137400000.0,,,3137400000.0,32599200000.0,8775400000.0,329000000.0,,1037700000.0,85900000.0,85900000.0,,5588300000.0,2036000000.0,3552300000.0,1221800000.0,,1221800000.0,,1221800000.0,,,,23823800000.0,1479200000.0,,,,4937500000.0,,,,,4898400000.0,12508700000.0,11990700000.0,518000000.0,,2022-12-31,,,
