Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
45747732.0,45747732.0,945400000.0,30337800000.0,35980400000.0,22230000000.0,30337800000.0,920400000.0,35955400000.0,35955400000.0,35955400000.0,35955400000.0,35497900000.0,457500000.0,457500000.0,6332400000.0,866800000.0,543500000.0,543500000.0,323300000.0,5465600000.0,976000000.0,401900000.0,376900000.0,25000000.0,449800000.0,3262800000.0,1600500000.0,1662300000.0,42287800000.0,14592200000.0,2136500000.0,,539400000.0,142800000.0,142800000.0,,5617600000.0,342700000.0,5274900000.0,1513500000.0,1513500000.0,4000000.0,1509500000.0,27695600000.0,567800000.0,317500000.0,4336900000.0,1876100000.0,20597300000.0,19477300000.0,1120000000.0,2024-03-31
45747732.0,45747732.0,1159800000.0,27062400000.0,32754900000.0,19353100000.0,27062400000.0,1134800000.0,32729900000.0,32729900000.0,32729900000.0,32729900000.0,32272400000.0,457500000.0,457500000.0,7332100000.0,1190900000.0,733500000.0,733500000.0,457400000.0,6141200000.0,333200000.0,426300000.0,401300000.0,25000000.0,932200000.0,3985000000.0,1642200000.0,2342800000.0,40062000000.0,14567700000.0,1832600000.0,,952200000.0,133800000.0,133800000.0,,5667500000.0,392600000.0,5274900000.0,1733000000.0,1733000000.0,93800000.0,1639200000.0,25494300000.0,367100000.0,317500000.0,3990800000.0,1735100000.0,19083800000.0,18926000000.0,157800000.0,2023-09-30
45747732.0,45747732.0,1344700000.0,26355800000.0,32098000000.0,18677400000.0,26355800000.0,1319700000.0,32073000000.0,32073000000.0,32073000000.0,32073000000.0,31615500000.0,457500000.0,457500000.0,7934300000.0,1360800000.0,933200000.0,933200000.0,427600000.0,6573500000.0,743600000.0,411500000.0,386500000.0,25000000.0,1005200000.0,3778400000.0,1607800000.0,2170600000.0,40007300000.0,14756400000.0,1829100000.0,130200000.0,976700000.0,130200000.0,130200000.0,0.0,5717200000.0,442300000.0,5274900000.0,1854600000.0,1854600000.0,79300000.0,1775300000.0,25250900000.0,414400000.0,317500000.0,4177000000.0,1517300000.0,18824700000.0,18458700000.0,366000000.0,2023-03-31
