Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Inventory,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Current Deferred Taxes Liabilities,Prepaid Assets,Taxes Receivable
24140800.0,24140800.0,5944159000.0,8036775000.0,7887333000.0,15924108000.0,1234966000.0,7887333000.0,7887333000.0,11688336000.0,7890933000.0,3600000.0,7887333000.0,7645925000.0,,,241408000.0,241408000.0,11719428000.0,4293296000.0,119523000.0,,,,372770000.0,3801003000.0,3801003000.0,7426132000.0,1212248000.0,4235772000.0,4235772000.0,383126000.0,1594986000.0,,1594986000.0,19610361000.0,10949263000.0,201514000.0,,,,,,,10377825000.0,,10377825000.0,1236049000.0,9141776000.0,,,,,8661098000.0,41000.0,,3449096000.0,,,362238000.0,2751690000.0,,,2098033000.0,5417000.0,2092616000.0,,,2024-03-31,,,,
24140800.0,24140800.0,4847557000.0,7098393000.0,7374734000.0,14473127000.0,1654720000.0,7374734000.0,7374734000.0,11056936000.0,7378334000.0,3600000.0,7374734000.0,7133326000.0,,,241408000.0,241408000.0,9970286000.0,4141759000.0,123288000.0,,,,336269000.0,3682202000.0,3682202000.0,5828527000.0,909997000.0,3416191000.0,3416191000.0,220821000.0,1281518000.0,,1281518000.0,17348620000.0,9865373000.0,159824000.0,,,,,,,9293104000.0,,9293104000.0,1539305000.0,7753799000.0,,,,,7483247000.0,997000.0,,3075939000.0,,,158771000.0,1991178000.0,,,2256362000.0,5526000.0,2250836000.0,,,2023-09-30,,,,
24140800.0,24140800.0,5378528000.0,7559015000.0,6703494000.0,14289077000.0,1206170000.0,6703494000.0,6730062000.0,10051593000.0,6733662000.0,3600000.0,6730062000.0,,-269214000.0,32440000.0,241408000.0,241408000.0,9867541000.0,3675846000.0,24305000.0,1456000.0,8632000.0,8655000.0,311267000.0,3321531000.0,3321531000.0,6191695000.0,4000.0,4237484000.0,4237484000.0,283166000.0,1671041000.0,5526000.0,1665515000.0,16601203000.0,9203338000.0,99353000.0,156999000.0,222914000.0,221504000.0,1410000.0,26568000.0,26568000.0,8641232000.0,-7769722000.0,16410954000.0,625684000.0,8039800000.0,13288458000.0,1699829000.0,796983000.0,0.0,7397865000.0,829000.0,5526000.0,3057953000.0,1479905000.0,1578048000.0,186736000.0,1966334000.0,0.0,1966334000.0,2180487000.0,,2180487000.0,9583000.0,2170904000.0,2023-03-31,,,,
