Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,32000000.0,32000000.0,54222000.0,9470694000.0,9478742000.0,811584000.0,9470694000.0,54222000.0,9478742000.0,9478742000.0,9478742000.0,9478742000.0,9446742000.0,,32000000.0,32000000.0,1027059000.0,662601000.0,-2000.0,616677000.0,38726000.0,38726000.0,364458000.0,45691000.0,,15496000.0,15496000.0,,36206000.0,266183000.0,,,37911000.0,228272000.0,10505801000.0,9329759000.0,5586000.0,,8980130000.0,8980130000.0,,,8048000.0,8048000.0,330169000.0,,330169000.0,,330169000.0,,,,,1176042000.0,23033000.0,,,,225610000.0,,,,100000000.0,34066000.0,194664000.0,,,598669000.0,475012000.0,123657000.0,,,2024-03-31
,32000000.0,32000000.0,61007000.0,8076621000.0,8085461000.0,1128826000.0,8076621000.0,61007000.0,8085461000.0,8085461000.0,8085461000.0,8085461000.0,8053461000.0,,32000000.0,32000000.0,766106000.0,501705000.0,,447857000.0,46648000.0,46648000.0,264401000.0,35696000.0,,14359000.0,14359000.0,,18551000.0,194896000.0,,,14261000.0,180635000.0,8851567000.0,7458340000.0,1368000.0,,7108422000.0,7108422000.0,,,8840000.0,8840000.0,334381000.0,,334381000.0,,334381000.0,,,,,1393227000.0,35296000.0,,,,238119000.0,,,,100000000.0,43142000.0,142250000.0,,,834420000.0,721320000.0,113100000.0,,,2023-09-30
,32000000.0,32000000.0,67493000.0,7056219000.0,7066445000.0,1074911000.0,7056219000.0,67493000.0,7066445000.0,7066445000.0,7066445000.0,7066445000.0,7034445000.0,1468369000.0,32000000.0,32000000.0,671614000.0,377256000.0,94000.0,316340000.0,54222000.0,54222000.0,294358000.0,-27000.0,11574000.0,13271000.0,13271000.0,4241000.0,2251000.0,217483000.0,36733000.0,866000.0,11574000.0,179884000.0,7738059000.0,6368790000.0,100000.0,14712000.0,5992923000.0,5226030000.0,766893000.0,0.0,10226000.0,10226000.0,346943000.0,-95700000.0,442643000.0,0.0,89467000.0,179167000.0,169302000.0,4707000.0,0.0,1369269000.0,-33000.0,0.0,2132000.0,60387000.0,290242000.0,61186000.0,7042000.0,222014000.0,114955000.0,2733000.0,110030000.0,-13802000.0,123832000.0,788823000.0,630738000.0,158085000.0,150000000.0,8085000.0,2023-03-31
