Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.250749,461300000.0,,,99900000.0,,6120900000.0,461300000.0,461300000.0,-261100000.0,261100000.0,99900000.0,99900000.0,5878300000.0,,,,,99900000.0,99900000.0,0.0,99900000.0,-40100000.0,139400000.0,,,139400000.0,50200000.0,200200000.0,11300000.0,,-261100000.0,261100000.0,427000000.0,-242600000.0,1062800000.0,,,184400000.0,6120900000.0,6305300000.0,6305300000.0,2024-03-31
0.0,0.149792,923700000.0,0.0,0.0,270800000.0,417200000.0,4035000000.0,923700000.0,506500000.0,-193400000.0,193400000.0,270800000.0,270800000.0,5121500000.0,304269663.0,285052632.0,0.89,0.95,270800000.0,270800000.0,0.0,270800000.0,-3600000.0,274400000.0,,,274300000.0,46900000.0,313100000.0,85100000.0,0.0,-193400000.0,193400000.0,421400000.0,1086500000.0,435600000.0,417200000.0,417200000.0,1507900000.0,4035000000.0,5542900000.0,5542900000.0,2023-12-31
0.0,0.344776,933600000.0,0.0,0.0,323200000.0,256200000.0,4880500000.0,933600000.0,677400000.0,-208400000.0,208400000.0,323200000.0,323200000.0,5754500000.0,304905660.0,286017699.0,1.06,1.13,323200000.0,323200000.0,0.0,323200000.0,16200000.0,307000000.0,,,306900000.0,161700000.0,469000000.0,46700000.0,0.0,-208400000.0,208400000.0,630700000.0,874000000.0,350000000.0,256200000.0,256200000.0,1504700000.0,4880500000.0,6385200000.0,6385200000.0,2023-09-30
0.0,0.257897,770800000.0,0.0,0.0,320200000.0,252600000.0,7250200000.0,770800000.0,518200000.0,-75000000.0,75000000.0,320200000.0,320200000.0,8240100000.0,288468468.0,283362832.0,1.11,1.13,320200000.0,320200000.0,0.0,320200000.0,-11500000.0,331700000.0,2900000.0,,331800000.0,114300000.0,443200000.0,7100000.0,0.0,-75000000.0,75000000.0,511200000.0,989900000.0,550600000.0,252600000.0,252600000.0,1501100000.0,7250200000.0,8751300000.0,8751300000.0,2023-06-30
0.0,0.279211,350100000.0,0.0,0.0,244800000.0,,7092100000.0,350100000.0,350100000.0,-20600000.0,5200000.0,244800000.0,244800000.0,6309300000.0,,,,,244800000.0,244800000.0,0.0,244800000.0,-17100000.0,262000000.0,13400000.0,0.0,262000000.0,96300000.0,344900000.0,-13400000.0,0.0,-20600000.0,5200000.0,419300000.0,-782800000.0,183600000.0,,,-363500000.0,7092100000.0,6728600000.0,6728600000.0,2023-03-31
,,,0.0,0.0,,202100000.0,,,,,,,,,290736842.0,290736842.0,0.95,0.95,,,,,,,11600000.0,0.0,,,,,0.0,,,,,,202100000.0,202100000.0,,,,,2022-12-31
0.0,0.251938,805200000.0,,,150100000.0,409900000.0,6296500000.0,805200000.0,395300000.0,-188900000.0,188900000.0,150100000.0,150100000.0,7438600000.0,319361702.0,319361702.0,0.47,0.47,150100000.0,150100000.0,0.0,150100000.0,-4300000.0,154400000.0,,,154400000.0,52000000.0,206400000.0,47500000.0,,-188900000.0,188900000.0,340700000.0,1142100000.0,612700000.0,409900000.0,409900000.0,1482800000.0,6296500000.0,7779300000.0,7779300000.0,2024-06-30 00:00:00
