Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Impairment Of Capital Assets
-10980800.0,0.4,30513000.0,-27452000.0,-27452000.0,-76154000.0,4113000.0,0.0,3061000.0,-1052000.0,-4784000.0,6020000.0,,-59682800.0,-118013000.0,445000.0,,,,,-118013000.0,-118013000.0,0.0,-118013000.0,-118013000.0,-41859000.0,-76154000.0,69082000.0,-7072000.0,,-27452000.0,,,-4784000.0,6020000.0,,25656000.0,445000.0,2716000.0,4113000.0,4113000.0,26101000.0,0.0,26101000.0,26101000.0,2024-03-31,
0.0,0.26009,12691000.0,0.0,0.0,4089000.0,2576000.0,0.0,12691000.0,10115000.0,-4590000.0,4590000.0,,4089000.0,-12084000.0,4577000.0,54927273.0,54927273.0,-0.22,-0.22,-12084000.0,-12084000.0,0.0,-12084000.0,-12084000.0,-16173000.0,4089000.0,1437000.0,5525000.0,,0.0,,0.0,-4590000.0,4590000.0,,10115000.0,4577000.0,1120000.0,2576000.0,2576000.0,14692000.0,0.0,14692000.0,14692000.0,2023-12-31,
0.0,0.3,7868000.0,0.0,0.0,-41079000.0,2786000.0,0.0,7868000.0,5082000.0,-4271000.0,4271000.0,,-41079000.0,-66615000.0,9469000.0,55053719.0,55053719.0,-1.21,-1.21,-66615000.0,-66615000.0,0.0,-66615000.0,-66615000.0,-25536000.0,-41079000.0,41890000.0,811000.0,,0.0,,0.0,-4271000.0,4271000.0,,5083000.0,9469000.0,1359000.0,2786000.0,2786000.0,14552000.0,0.0,14552000.0,14552000.0,2023-09-30,
0.0,0.0,-22654000.0,23865000.0,23865000.0,-12232000.0,4094000.0,86014000.0,1211000.0,-2883000.0,-8854000.0,9349000.0,495000.0,-36097000.0,-12232000.0,125883000.0,55600000.0,55600000.0,-0.22,-0.22,-12232000.0,-12232000.0,0.0,-12232000.0,-12232000.0,0.0,-12232000.0,0.0,-12232000.0,16000.0,23865000.0,-23865000.0,,-8854000.0,9349000.0,495000.0,-27259000.0,39869000.0,31277000.0,4094000.0,4094000.0,12610000.0,86014000.0,98624000.0,98624000.0,2023-06-30,
-4177984.536934,0.078118,-16148000.0,-53483000.0,-53483000.0,-78101000.0,6082000.0,161573000.0,-69631000.0,-75713000.0,-8564000.0,9005000.0,,-28795984.536934,-78101000.0,194404000.0,,,,,-78101000.0,-78101000.0,0.0,-78101000.0,-78101000.0,0.0,-78101000.0,-6618000.0,-84718000.0,55546000.0,-53483000.0,,,-8564000.0,9005000.0,,-78215000.0,32831000.0,1695000.0,6082000.0,6082000.0,-45384000.0,161573000.0,116189000.0,116189000.0,2023-03-31,
,,,,,,,,,,,,,,,,55032174.0,55032174.0,-1.15,-1.15,,,,,,,,,,100000.0,,-3509000.0,0.0,,,,,,,,,,,,,2022-12-31,
0.0,0.260054,11332000.0,0.0,0.0,2447000.0,3033000.0,0.0,11332000.0,8299000.0,-3905000.0,4992000.0,1087000.0,2447000.0,-3307000.0,8414000.0,55116667.0,55116667.0,-0.06,-0.06,-3307000.0,-3307000.0,0.0,-3307000.0,-3307000.0,-5754000.0,2447000.0,860000.0,3307000.0,,0.0,,,-3905000.0,4992000.0,1087000.0,7212000.0,8414000.0,4538000.0,3033000.0,3033000.0,15626000.0,0.0,15626000.0,15626000.0,2024-06-30 00:00:00,0.0
