Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Preferred Securities Outside Stock Equity,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
144495563.0,144495563.0,14923500000.0,14973200000.0,8480000000.0,23764000000.0,17125100000.0,8480000000.0,8790800000.0,23290100000.0,8790800000.0,8790800000.0,7345700000.0,,,1445100000.0,1445100000.0,21126200000.0,15136000000.0,,,14499300000.0,14499300000.0,633000000.0,5990200000.0,873700000.0,473900000.0,473900000.0,,72600000.0,4399400000.0,,,4399400000.0,29917000000.0,6801700000.0,300600000.0,,631600000.0,200200000.0,200200000.0,,,310800000.0,10800000.0,300000000.0,4827300000.0,,4827300000.0,402300000.0,4425000000.0,,,,,23115300000.0,1369400000.0,188100000.0,,,15151700000.0,,,,,359300000.0,5186900000.0,,,859900000.0,810200000.0,49700000.0,,,2023-09-30
144495563.0,144495563.0,14596300000.0,14989900000.0,8215000000.0,23527700000.0,16769700000.0,8215000000.0,8537800000.0,22965400000.0,8537800000.0,8537800000.0,7092700000.0,4280700000.0,1032200000.0,1445100000.0,1445100000.0,23240300000.0,15118400000.0,56300000.0,632000000.0,14427600000.0,14427600000.0,632000000.0,8121900000.0,282200000.0,562300000.0,562300000.0,131500000.0,81800000.0,5430900000.0,67700000.0,1400000.0,5361800000.0,31778100000.0,6886500000.0,341000000.0,372500000.0,707600000.0,15600000.0,2100000.0,13500000.0,0.0,322800000.0,22800000.0,300000000.0,5010000000.0,-11477300000.0,16487300000.0,447900000.0,4562100000.0,13672200000.0,1810900000.0,556300000.0,0.0,24891600000.0,1293800000.0,188100000.0,24300000.0,1248900000.0,15493500000.0,29000000.0,6362600000.0,2165500000.0,6936400000.0,1338200000.0,4629100000.0,-520600000.0,5149700000.0,1969500000.0,1575900000.0,393600000.0,25300000.0,368300000.0,2023-03-31
144495563.0,144495563.0,14324100000.0,14834200000.0,8906300000.0,24045200000.0,17423800000.0,8906300000.0,9211000000.0,23485600000.0,9211000000.0,9211000000.0,,5018700000.0,1032200000.0,1445100000.0,1445100000.0,21252400000.0,14857600000.0,56300000.0,,14274600000.0,14274600000.0,523000000.0,6394800000.0,478400000.0,559600000.0,559600000.0,170200000.0,90600000.0,4498300000.0,97800000.0,3000000.0,4397500000.0,30463400000.0,6644800000.0,1000000.0,418000000.0,488100000.0,99200000.0,900000.0,98300000.0,0.0,304700000.0,4700000.0,300000000.0,4857400000.0,-11911200000.0,16768600000.0,341500000.0,,13920900000.0,1949900000.0,556300000.0,0.0,23818600000.0,56200000.0,232400000.0,22000000.0,908200000.0,15901200000.0,25900000.0,6565900000.0,2431400000.0,6878000000.0,858600000.0,5329900000.0,-540800000.0,5870700000.0,510100000.0,,510100000.0,8800000.0,501300000.0,2024-03-31 00:00:00
