Ordinary Shares Number,Share Issued,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Current Liabilities,Other Current Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
76715853.0,76715853.0,3446200000.0,3453100000.0,2304900000.0,3446200000.0,3453100000.0,3453100000.0,3453100000.0,3453100000.0,3376400000.0,,,76700000.0,76700000.0,974900000.0,4900000.0,4900000.0,970000000.0,307600000.0,,22100000.0,603900000.0,,4700000.0,599200000.0,4428000000.0,1153100000.0,60400000.0,,53800000.0,276400000.0,276400000.0,,75400000.0,6900000.0,,680200000.0,,680200000.0,41000000.0,639200000.0,,,,,3274900000.0,50600000.0,,,852300000.0,,,,,,1179600000.0,,,1192400000.0,1185900000.0,6500000.0,,,2024-03-31
76715853.0,76715853.0,3260200000.0,3267200000.0,1927700000.0,3260200000.0,3267200000.0,3267200000.0,3267200000.0,3267200000.0,3190500000.0,,,76700000.0,76700000.0,1033600000.0,4800000.0,4800000.0,1028800000.0,335200000.0,,4600000.0,679300000.0,,37900000.0,641400000.0,4300800000.0,1344300000.0,55000000.0,,43300000.0,545400000.0,545400000.0,,70600000.0,7000000.0,,623000000.0,,623000000.0,14100000.0,608900000.0,,,,,2956500000.0,90400000.0,,,680900000.0,,,,,,927500000.0,,,1257700000.0,1244100000.0,13600000.0,,,2023-09-30
76715853.0,76715853.0,3022200000.0,3023600000.0,1953900000.0,3022200000.0,3023600000.0,3023600000.0,3023600000.0,3023600000.0,2946800000.0,922300000.0,5200000.0,76700000.0,76700000.0,755400000.0,4700000.0,4700000.0,750700000.0,42200000.0,7400000.0,10300000.0,472600000.0,9500000.0,26400000.0,436700000.0,3779000000.0,1074400000.0,8000000.0,86100000.0,44300000.0,202100000.0,239900000.0,202100000.0,71300000.0,1400000.0,1400000.0,661200000.0,-832900000.0,1494100000.0,38500000.0,629600000.0,1192900000.0,234100000.0,28600000.0,0.0,2704600000.0,-1000000.0,9500000.0,51500000.0,666000000.0,74900000.0,309300000.0,281800000.0,34000000.0,0.0,681200000.0,-25400000.0,706600000.0,1263400000.0,371100000.0,892300000.0,741400000.0,150900000.0,2023-03-31
