Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.252967,693400000.0,415500000.0,133000000.0,2065400000.0,693400000.0,560400000.0,-4200000.0,4200000.0,415500000.0,415500000.0,3247500000.0,,,,,415500000.0,415500000.0,0.0,415500000.0,0.0,415500000.0,415500000.0,140700000.0,556200000.0,242900000.0,-4200000.0,4200000.0,317500000.0,1182100000.0,850900000.0,133000000.0,133000000.0,1499600000.0,2065400000.0,3565000000.0,3565000000.0,2024-03-31
0.0,0.262718,546800000.0,300000000.0,134900000.0,1829900000.0,546800000.0,411900000.0,-5000000.0,5000000.0,300000000.0,300000000.0,3052600000.0,167597765.0,166666667.0,1.79,1.8,300000000.0,300000000.0,0.0,300000000.0,0.0,300000000.0,300000000.0,106900000.0,406900000.0,58300000.0,-5000000.0,5000000.0,353600000.0,1222700000.0,849000000.0,134900000.0,134900000.0,1576300000.0,1829900000.0,3406200000.0,3406200000.0,2023-12-31
0.0,0.256502,499200000.0,271600000.0,130700000.0,1981600000.0,499200000.0,368500000.0,-3200000.0,3200000.0,271600000.0,271600000.0,3186600000.0,166625767.0,166625767.0,1.63,1.63,271600000.0,271600000.0,0.0,271600000.0,0.0,271600000.0,271600000.0,93700000.0,365300000.0,46300000.0,-3200000.0,3200000.0,322200000.0,1205000000.0,835300000.0,130700000.0,130700000.0,1527200000.0,1981600000.0,3508800000.0,3508800000.0,2023-09-30
0.0,0.264988,526700000.0,283200000.0,138700000.0,2335300000.0,526700000.0,388000000.0,41000000.0,2700000.0,283200000.0,283200000.0,3495400000.0,,,,,283200000.0,283200000.0,0.0,283200000.0,0.0,283200000.0,283200000.0,102100000.0,385300000.0,-29900000.0,41000000.0,2700000.0,373800000.0,1160100000.0,-216900000.0,138700000.0,132300000.0,1533900000.0,2335300000.0,3869200000.0,3869200000.0,2023-03-31
0.0,0.264322,397900000.0,186200000.0,141700000.0,1759200000.0,397900000.0,256200000.0,-3100000.0,3100000.0,186200000.0,186200000.0,3017200000.0,167747748.0,166250000.0,1.11,1.12,186200000.0,186200000.0,0.0,186200000.0,0.0,186200000.0,186200000.0,66900000.0,253100000.0,16200000.0,-3100000.0,3100000.0,240000000.0,1258000000.0,902500000.0,141700000.0,141700000.0,1498000000.0,1759200000.0,3257200000.0,3257200000.0,2022-12-31
0.0,0.263874,503900000.0,270600000.0,131700000.0,2174800000.0,503900000.0,372200000.0,-4600000.0,4600000.0,270600000.0,270600000.0,3442900000.0,167037037.0,167037037.0,1.62,1.62,270600000.0,270600000.0,0.0,270600000.0,0.0,270600000.0,270600000.0,97000000.0,367600000.0,93400000.0,-4600000.0,4600000.0,278800000.0,1268100000.0,874900000.0,131700000.0,131700000.0,1546900000.0,2174800000.0,3721700000.0,3721700000.0,2024-06-30 00:00:00
0.0,0.272689,604700000.0,343000000.0,129300000.0,2273500000.0,604700000.0,475400000.0,-3800000.0,3800000.0,343000000.0,343000000.0,3537700000.0,167317073.0,166504854.0,2.05,2.06,343000000.0,343000000.0,0.0,343000000.0,0.0,343000000.0,343000000.0,128600000.0,471600000.0,46400000.0,-3800000.0,3800000.0,429000000.0,1264200000.0,889700000.0,129300000.0,129300000.0,1693200000.0,2273500000.0,3966700000.0,3966700000.0,2023-06-30 00:00:00
