Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
17040000.0,17040000.0,678087000.0,1473074000.0,2086817000.0,2795580000.0,1340334000.0,2086817000.0,768173000.0,2090679000.0,2099484000.0,2090679000.0,2090679000.0,1920279000.0,,,170400000.0,170400000.0,2547162000.0,970306000.0,,,0.0,776978000.0,768173000.0,8805000.0,10338000.0,1576856000.0,183376000.0,,696096000.0,0.0,696096000.0,,18063000.0,679321000.0,,11012000.0,668309000.0,4637841000.0,1720651000.0,2448000.0,,0.0,72587000.0,,72587000.0,3862000.0,3862000.0,1641754000.0,,1641754000.0,137000.0,1641617000.0,,,,,2917190000.0,280181000.0,,,1584113000.0,,,,,9823000.0,0.0,977927000.0,,,65146000.0,38332000.0,26814000.0,,2024-03-31
17040000.0,17040000.0,724444000.0,1384801000.0,2037553000.0,2783273000.0,1364013000.0,2037553000.0,643123000.0,2041595000.0,2097483000.0,2041595000.0,2041595000.0,1871195000.0,,,170400000.0,170400000.0,2567422000.0,902119000.0,,,0.0,699011000.0,643123000.0,55888000.0,11565000.0,1665303000.0,285231000.0,,685790000.0,0.0,685790000.0,,12036000.0,682246000.0,,8326000.0,673920000.0,4609017000.0,1579701000.0,1235000.0,,0.0,75948000.0,,75948000.0,4042000.0,4042000.0,1498476000.0,,1498476000.0,5392000.0,1493084000.0,,,,,3029316000.0,105257000.0,,,1791191000.0,,,,,10626000.0,0.0,1088099000.0,,,34143000.0,16909000.0,17234000.0,,2023-09-30
17040000.0,17040000.0,854192000.0,1601572000.0,1977650000.0,2852123000.0,1310213000.0,1977650000.0,731142000.0,1981693000.0,2055917000.0,1981693000.0,1981693000.0,1811293000.0,471163000.0,112721000.0,170400000.0,170400000.0,2725245000.0,1005899000.0,188969000.0,11564000.0,0.0,805366000.0,731142000.0,74224000.0,11564000.0,1719346000.0,34188000.0,0.0,796206000.0,0.0,796206000.0,9791000.0,9791000.0,843428000.0,87868000.0,0.0,755560000.0,4706938000.0,1677379000.0,-3000.0,73702000.0,,646000.0,45000.0,601000.0,4043000.0,4043000.0,1598991000.0,-1766232000.0,3365223000.0,1998000.0,430659000.0,1800834000.0,1009056000.0,122676000.0,0.0,3029559000.0,164993000.0,19957000.0,550000.0,1942753000.0,37013000.0,1220845000.0,220738000.0,464157000.0,10414000.0,,874654000.0,-34349000.0,909004000.0,16238000.0,19429000.0,16238000.0,16238000.0,2023-03-31
